,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,HR홈런,index,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,year,OBP출루율,BB볼넷,index,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year,BB/K볼넷/삼진,GO땅볼,ISOP순수장타율,GO/AO땅볼/뜬공
5610,26,25,류원석,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,7.0,38,김진욱,한화,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020,,,5.0,36,장운호,한화,0.148,2,5.0,9,0.56,0,0.22,3.93,0.148,1.7,0.167,2020,,,,
5611,27,25,박지규,LG,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2020,,8.0,38,정우람,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,6.0,37,이시원,한화,0.105,0,15.0,5,3.00,0,0.00,4.18,0.000,-0.8,0.084,2020,,,,
5612,28,25,백청훈,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,0.0,1,강태율,롯데,0.455,7.0,0,0,2,1,1.000,0.667,1.667,0,0.25,0.5,2020,,,7.0,38,김진욱,한화,0.000,0,0.0,0,-,0,0.00,3.00,0.000,-0.1,0.0,2020,,,,
5613,29,25,송은범,LG,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2020,,1.0,2,신윤후,롯데,0.429,1.0,0,0,0,0,0.429,0.500,0.929,0,0.5,0.0,2020,,,8.0,38,정우람,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5614,0,25,이우찬,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,2.0,3,손아섭,롯데,0.352,61.0,4,2,56,9,0.493,0.415,0.908,59,0.333,0.667,2020,,,0.0,1,강태율,롯데,0.455,2,2.0,2,1.00,0,3.50,4.50,0.545,5.8,0.55,2020,,,,
5615,1,25,이정용,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,3.0,4,오윤석,롯데,0.298,24.0,0,2,47,2,0.423,0.388,0.811,12,0.378,0.25,2020,,,1.0,2,신윤후,롯데,0.429,0,1.0,3,0.33,0,-,3.25,0.000,1.3,0.332,2020,,,,
5616,2,25,이찬혁,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,4.0,5,정훈,롯데,0.295,56.0,0,4,85,8,0.427,0.382,0.809,36,0.357,0.0,2020,,,2.0,3,손아섭,롯데,0.352,54,171.0,130,1.32,11,1.09,3.71,0.141,104.1,0.31,2020,,,,
5617,3,25,정우영,LG,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2020,,5.0,6,이대호,롯데,0.292,53.0,9,5,68,21,0.452,0.354,0.806,40,0.323,0.667,2020,,,3.0,4,오윤석,롯데,0.298,12,32.0,41,0.78,4,0.51,4.17,0.125,28.8,0.28,2020,,,,
5618,4,25,진해수,LG,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,6.0,7,안치홍,롯데,0.286,35.0,2,7,47,11,0.413,0.351,0.764,30,0.288,0.286,2020,,,4.0,5,정훈,롯데,0.295,31,89.0,119,0.75,3,0.66,4.28,0.132,69.5,0.279,2020,,,,
5619,5,25,최동환,LG,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2020,,7.0,8,마차도,롯데,0.280,54.0,2,8,60,20,0.422,0.356,0.778,36,0.281,0.0,2020,,,5.0,6,이대호,롯데,0.292,47,154.0,173,0.89,16,0.78,3.54,0.161,83.7,0.272,2020,,,,
5620,6,25,최성훈,LG,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2020,,8.0,9,전준우,롯데,0.279,52.0,0,8,79,21,0.482,0.347,0.829,42,0.272,0.667,2020,,,6.0,7,안치홍,롯데,0.286,36,112.0,137,0.82,3,0.74,3.74,0.126,58.0,0.261,2020,,,,
5621,7,25,최재원,LG,0.000,6,6,6,0,0,0,0,0.0,0,0,0,0,2020,,9.0,10,한동희,롯데,0.278,57.0,0,5,97,15,0.436,0.361,0.797,34,0.243,0.5,2020,,,7.0,8,마차도,롯데,0.280,44,144.0,154,0.94,2,0.90,3.75,0.142,73.7,0.266,2020,,,,
5622,8,25,한석현,LG,0.000,9,3,2,3,0,0,0,0.0,0,0,0,0,2020,,10.0,11,이병규,롯데,0.274,28.0,0,1,55,5,0.463,0.381,0.844,11,0.326,0.25,2020,,,8.0,9,전준우,롯데,0.279,61,174.0,155,1.12,10,0.66,3.73,0.203,87.0,0.277,2020,,,,
5623,0,1,임지열,키움,1.000,1,1,1,1,1,0,0,0.0,1,0,0,0,2020,,11.0,12,김재유,롯데,0.259,12.0,0,3,35,2,0.293,0.344,0.637,6,0.244,0.3,2020,,,9.0,10,한동희,롯데,0.278,39,137.0,102,1.34,4,0.59,3.87,0.158,70.0,0.271,2020,,,,
5624,1,2,김은성,키움,0.500,16,6,4,0,2,0,0,0.0,2,0,0,0,2020,,12.0,13,김민수,롯데,0.250,2.0,0,0,4,0,0.250,0.400,0.650,1,0.333,0.0,2020,,,10.0,11,이병규,롯데,0.274,13,34.0,31,1.10,3,0.51,4.35,0.189,29.1,0.287,2020,,,,
5625,2,3,이정후,키움,0.333,140,617,544,85,181,49,5,15.0,285,101,2,8,2020,,13.0,13,지시완,롯데,0.250,3.0,0,0,4,0,0.250,0.455,0.705,0,0.5,0.0,2020,,,11.0,12,김재유,롯데,0.259,2,29.0,22,1.32,0,0.34,4.23,0.034,13.7,0.228,2020,,,,
5626,3,4,이지영,키움,0.309,101,289,262,22,81,10,2,0.0,95,36,3,1,2020,,14.0,15,민병헌,롯데,0.233,21.0,1,5,62,12,0.291,0.291,0.582,16,0.175,0.182,2020,,,12.0,13,김민수,롯데,0.250,0,1.0,1,1.00,0,0.50,5.20,0.000,1.3,0.243,2020,,,,
5627,4,5,김하성,키움,0.306,138,622,533,111,163,24,1,30.0,279,109,3,3,2020,,15.0,16,김준태,롯데,0.225,56.0,0,1,64,5,0.327,0.344,0.671,17,0.267,0.2,2020,,,13.0,13,지시완,롯데,0.250,0,2.0,0,-,0,0.75,4.27,0.000,1.4,0.267,2020,,,,
5628,5,6,김혜성,키움,0.285,142,553,499,80,142,24,6,7.0,199,61,2,4,2020,,16.0,17,김동한,롯데,0.221,5.0,0,0,8,2,0.294,0.274,0.568,1,0.13,0.083,2020,,,14.0,15,민병헌,롯데,0.233,14,100.0,77,1.30,6,0.34,3.57,0.058,23.8,0.204,2020,,,,
5629,6,7,서건창,키움,0.277,135,595,484,79,134,28,5,5.0,187,52,5,10,2020,,17.0,18,신본기,롯데,0.217,14.0,0,1,22,3,0.283,0.311,0.594,4,0.393,0.1,2020,,,15.0,16,김준태,롯데,0.225,19,82.0,94,0.87,2,0.88,4.07,0.101,39.6,0.237,2020,,,,
5630,7,8,김웅빈,키움,0.275,73,235,207,25,57,13,0,8.0,94,31,5,3,2020,,18.0,19,강로한,롯데,0.190,4.0,0,1,6,0,0.190,0.346,0.536,0,0.111,0.0,2020,,,16.0,17,김동한,롯데,0.221,5,30.0,15,2.00,0,0.63,3.23,0.074,5.2,0.197,2020,,,,
5631,8,9,변상권,키움,0.274,35,64,62,7,17,5,0,1.0,25,16,0,1,2020,,19.0,20,허일,롯데,0.179,8.0,0,1,29,4,0.262,0.258,0.520,0,0.182,0.063,2020,,,17.0,18,신본기,롯데,0.217,3,33.0,29,1.14,0,0.64,3.80,0.066,10.5,0.211,2020,,,,
5632,9,10,임병욱,키움,0.270,12,41,37,3,10,4,0,0.0,14,6,0,0,2020,,20.0,21,정보근,롯데,0.150,11.0,0,1,32,7,0.165,0.219,0.384,3,0.129,0.0,2020,,,18.0,19,강로한,롯데,0.190,0,8.0,3,2.67,1,0.67,4.23,0.000,2.2,0.203,2020,,,,
5633,10,11,허정협,키움,0.268,111,360,314,45,84,12,0,10.0,126,43,3,1,2020,,21.0,22,추재현,롯데,0.125,4.0,0,0,8,0,0.125,0.250,0.375,0,0.0,0.2,2020,,,19.0,20,허일,롯데,0.179,5,21.0,19,1.11,1,0.28,3.86,0.083,4.5,0.182,2020,,,,
5634,11,12,러셀,키움,0.254,65,271,244,22,62,14,0,2.0,82,31,0,3,2020,,22.0,23,고효준,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,20.0,21,정보근,롯데,0.150,2,42.0,40,1.05,0,0.34,3.60,0.015,2.1,0.14,2020,,,,
5635,12,13,박동원,키움,0.250,112,372,324,45,81,21,0,12.0,138,50,2,2,2020,,23.0,23,구승민,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,21.0,22,추재현,롯데,0.125,0,7.0,6,1.17,0,0.50,4.29,0.000,0.9,0.144,2020,,,,
5636,13,13,박주홍,키움,0.250,13,25,24,0,6,2,0,0.0,8,1,0,0,2020,,24.0,23,김강현,롯데,0.000,1.0,0,0,2,0,0.000,0.250,0.250,0,0.0,0.0,2020,,,22.0,23,고효준,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5637,14,15,박준태,키움,0.245,128,443,347,71,85,13,1,5.0,115,29,9,3,2020,,25.0,23,김대우,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,23.0,23,구승민,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5638,15,16,전병우,키움,0.237,119,402,359,46,85,13,3,8.0,128,48,2,2,2020,,26.0,23,김원중,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,24.0,23,김강현,롯데,0.000,0,1.0,0,-,0,0.50,6.00,0.000,0.1,0.113,2020,,,,
5639,16,17,김주형,키움,0.233,39,50,43,8,10,3,0,1.0,16,6,1,0,2020,,27.0,23,배성근,롯데,0.000,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2020,,,25.0,23,김대우,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5640,17,18,박병호,키움,0.223,93,383,309,56,69,7,0,21.0,139,66,0,8,2020,,28.0,23,오현택,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,26.0,23,김원중,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5641,18,19,김규민,키움,0.208,54,111,101,13,21,2,1,1.0,28,6,3,1,2020,,29.0,23,이인복,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,27.0,23,배성근,롯데,0.000,0,1.0,4,0.25,0,0.00,3.86,0.000,-1.0,0.0,2020,,,,
5642,19,20,이택근,키움,0.193,20,64,57,5,11,5,0,0.0,16,7,0,0,2020,,0.0,23,이호연,롯데,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020,,,28.0,23,오현택,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5643,20,21,주효상,키움,0.190,63,101,84,6,16,4,0,0.0,20,7,3,1,2020,,1.0,23,진명호,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2020,,,29.0,23,이인복,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5644,21,22,박정음,키움,0.186,86,47,43,20,8,0,1,0.0,10,2,0,0,2020,,0.0,1,최정민,KIA,0.333,3.0,0,1,7,1,0.333,0.474,0.807,0,0.75,0.0,2021,,,0.0,23,이호연,롯데,0.000,0,0.0,1,0.00,0,0.00,6.50,0.000,-0.2,0.0,2020,,,,
5645,22,23,김수환,키움,0.182,9,12,11,1,2,1,0,0.0,3,2,0,0,2020,,1.0,2,김선빈,KIA,0.307,56.0,2,1,39,19,0.401,0.375,0.776,47,0.32,0.0,2021,,,1.0,23,진명호,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2020,,,,
5646,23,24,모터,키움,0.114,10,37,35,4,4,0,0,1.0,7,3,0,1,2020,,2.0,3,최원준,KIA,0.295,61.0,0,11,68,7,0.372,0.370,0.742,46,0.264,0.0,2021,,,0.0,1,최정민,KIA,0.333,0,1.0,2,0.50,0,0.43,4.00,0.000,1.9,0.297,2021,,,,
5647,24,25,김동혁,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,3.0,4,류지혁,KIA,0.278,42.0,1,7,46,7,0.330,0.385,0.715,21,0.346,0.167,2021,,,1.0,2,김선빈,KIA,0.307,37,181.0,132,1.37,7,1.44,3.82,0.094,71.3,0.269,2021,,,,
5648,25,25,김병휘,키움,0.000,1,1,1,1,0,0,0,0.0,0,0,0,0,2020,,4.0,5,김태진,KIA,0.276,23.0,1,0,64,7,0.341,0.314,0.655,27,0.287,1.0,2021,,,2.0,3,최원준,KIA,0.295,31,185.0,165,1.12,5,0.90,3.82,0.076,86.9,0.26,2021,,,,
5649,26,25,김상수,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,5.0,6,김석환,KIA,0.263,0.0,0,1,7,0,0.421,0.300,0.721,2,0.333,0.0,2021,,,3.0,4,류지혁,KIA,0.278,10,80.0,74,1.08,2,0.91,3.63,0.051,38.7,0.256,2021,,,,
5650,27,25,김성민,키움,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2020,,6.0,7,이정훈,KIA,0.248,19.0,0,3,33,3,0.341,0.358,0.699,8,0.25,0.111,2021,,,4.0,5,김태진,KIA,0.276,18,120.0,96,1.25,0,0.36,3.56,0.066,40.1,0.227,2021,,,,
5651,28,25,김재웅,키움,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2020,,7.0,8,박찬호,KIA,0.246,54.0,0,0,73,11,0.313,0.331,0.644,22,0.291,1.0,2021,,,5.0,6,김석환,KIA,0.263,1,4.0,3,1.33,0,0.00,3.45,0.158,2.5,0.24,2021,,,,
5652,29,25,김재현,키움,0.000,4,3,3,0,0,0,0,0.0,0,0,0,0,2020,,8.0,9,황대인,KIA,0.238,18.0,0,2,62,8,0.418,0.283,0.701,18,0.205,0.364,2021,,,6.0,7,이정훈,KIA,0.248,8,32.0,32,1.00,1,0.58,4.15,0.093,16.6,0.246,2021,,,,
5653,0,25,문찬종,키움,0.000,5,1,1,0,0,0,0,0.0,0,0,0,0,2020,,9.0,10,터커,KIA,0.237,61.0,1,8,66,12,0.350,0.334,0.684,24,0.266,0.0,2021,,,7.0,8,박찬호,KIA,0.246,21,147.0,98,1.50,7,0.74,4.10,0.067,45.6,0.227,2021,,,,
5654,1,25,송우현,키움,0.000,14,15,12,3,0,0,0,0.0,0,0,0,0,2020,,10.0,11,오정환,KIA,0.235,1.0,0,0,9,0,0.294,0.278,0.572,1,0.5,0.0,2021,,,8.0,9,황대인,KIA,0.238,24,69.0,89,0.78,2,0.29,3.67,0.181,34.3,0.232,2021,,,,
5655,2,25,신재영,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,11.0,12,유민상,KIA,0.233,8.0,0,6,18,1,0.317,0.378,0.695,4,0.2,0.25,2021,,,9.0,10,터커,KIA,0.237,34,121.0,172,0.70,4,0.92,3.76,0.113,56.8,0.238,2021,,,,
5656,3,25,안우진,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,12.0,13,최형우,KIA,0.233,67.0,10,4,67,9,0.375,0.354,0.729,22,0.264,0.333,2021,,,10.0,11,오정환,KIA,0.235,1,2.0,2,1.00,0,0.11,4.61,0.059,1.3,0.199,2021,,,,
5657,4,25,양지율,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,13.0,14,권혁경,KIA,0.222,0.0,0,0,6,2,0.222,0.222,0.444,1,0.25,0.0,2021,,,11.0,12,유민상,KIA,0.233,3,15.0,13,1.15,1,0.44,4.16,0.083,8.5,0.249,2021,,,,
5658,5,25,양현,키움,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,14.0,15,김민식,KIA,0.220,41.0,1,4,49,2,0.288,0.336,0.624,9,0.255,0.238,2021,,,12.0,13,최형우,KIA,0.233,28,110.0,111,0.99,11,1.00,4.00,0.142,53.0,0.253,2021,,,,
5659,6,25,윤정현,키움,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2020,,15.0,16,한승택,KIA,0.217,28.0,0,3,61,6,0.296,0.321,0.617,8,0.213,0.0,2021,,,13.0,14,권혁경,KIA,0.222,0,4.0,4,1.00,0,0.00,3.39,0.000,0.0,0.155,2021,,,,
5660,7,25,임규빈,키움,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2020,,16.0,17,이창진,KIA,0.209,36.0,0,1,54,10,0.285,0.308,0.593,10,0.27,0.222,2021,,,14.0,15,김민식,KIA,0.220,11,57.0,92,0.62,4,0.84,4.20,0.068,29.8,0.223,2021,,,,
5661,8,25,조상우,키움,-,6,0,0,0,0,0,0,0.0,0,0,0,0,2020,,17.0,18,김호령,KIA,0.208,16.0,0,6,44,2,0.315,0.322,0.637,6,0.175,0.0,2021,,,15.0,16,한승택,KIA,0.217,10,50.0,48,1.04,1,0.46,3.96,0.079,20.1,0.218,2021,,,,
5662,9,25,조성운,키움,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2020,,18.0,19,이우성,KIA,0.200,13.0,0,0,17,2,0.259,0.303,0.562,2,0.111,0.5,2021,,,16.0,17,이창진,KIA,0.209,12,80.0,66,1.21,6,0.67,4.03,0.076,24.0,0.21,2021,,,,
5663,10,25,조영건,키움,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2020,,19.0,19,이진영,KIA,0.200,3.0,0,4,22,0,0.450,0.319,0.769,2,0.182,0.0,2021,,,17.0,18,김호령,KIA,0.208,6,29.0,30,0.97,3,0.36,4.06,0.108,15.3,0.224,2021,,,,
5664,0,1,류지혁,KIA,0.381,25,51,42,13,16,3,0,1.0,22,5,1,2,2020,,20.0,21,최정용,KIA,0.192,9.0,0,0,16,1,0.212,0.306,0.518,2,0.091,0.167,2021,,,18.0,19,이우성,KIA,0.200,5,26.0,26,1.00,0,0.76,3.94,0.059,7.5,0.201,2021,,,,
5665,1,2,최형우,KIA,0.354,140,600,522,93,185,37,1,28.0,308,115,0,3,2020,,21.0,22,박정우,KIA,0.188,10.0,0,2,8,2,0.208,0.350,0.558,0,0.154,0.0,2021,,,19.0,19,이진영,KIA,0.200,5,6.0,4,1.50,0,0.14,4.45,0.250,6.4,0.256,2021,,,,
5666,2,3,김주찬,KIA,0.333,7,18,18,3,6,0,0,1.0,9,2,0,0,2020,,22.0,23,황윤호,KIA,0.176,1.0,0,1,3,1,0.176,0.263,0.439,1,0.0,0.0,2021,,,20.0,21,최정용,KIA,0.192,1,9.0,18,0.50,0,0.56,3.94,0.019,4.9,0.191,2021,,,,
5667,3,4,김선빈,KIA,0.330,85,351,303,42,100,19,0,1.0,122,37,1,5,2020,,23.0,24,박민,KIA,0.171,2.0,0,1,10,1,0.200,0.237,0.437,1,0.25,1.0,2021,,,21.0,22,박정우,KIA,0.188,1,21.0,10,2.10,2,1.25,4.02,0.021,3.9,0.21,2021,,,,
5668,4,5,이창진,KIA,0.330,22,99,88,19,29,8,1,0.0,39,7,0,0,2020,,24.0,25,나주환,KIA,0.161,0.0,0,0,12,2,0.161,0.156,0.317,1,0.25,0.0,2021,,,22.0,23,황윤호,KIA,0.176,0,4.0,7,0.57,0,0.33,3.05,0.000,0.5,0.162,2021,,,,
5669,5,6,최원준,KIA,0.326,123,412,359,72,117,16,6,2.0,151,35,9,5,2020,,25.0,26,나지완,KIA,0.160,14.0,0,6,29,3,0.173,0.324,0.497,3,0.2,0.0,2021,,,23.0,24,박민,KIA,0.171,1,6.0,13,0.46,0,0.20,4.34,0.029,0.9,0.157,2021,,,,
5670,6,7,터커,KIA,0.306,142,631,542,100,166,40,0,32.0,302,113,0,4,2020,,26.0,27,강경학,KIA,0.152,5.0,0,1,13,0,0.152,0.282,0.434,1,0.143,0.25,2021,,,24.0,25,나주환,KIA,0.161,0,4.0,11,0.36,0,0.00,3.94,0.000,-0.3,0.11,2021,,,,
5671,7,8,나지완,KIA,0.291,137,556,468,73,136,19,1,17.0,208,92,0,6,2020,,27.0,28,김규성,KIA,0.139,5.0,0,0,17,0,0.167,0.244,0.411,0,0.25,0.0,2021,,,25.0,26,나지완,KIA,0.160,1,26.0,14,1.86,1,0.48,4.27,0.012,6.4,0.189,2021,,,,
5672,8,9,나주환,KIA,0.279,64,222,204,21,57,5,0,6.0,80,26,4,1,2020,,28.0,29,오선우,KIA,0.067,1.0,0,0,9,0,0.067,0.125,0.192,0,0.0,0.0,2021,,,26.0,27,강경학,KIA,0.152,0,6.0,9,0.67,0,0.38,4.28,0.000,2.1,0.165,2021,,,,
5673,9,10,황대인,KIA,0.276,63,138,116,14,32,4,0,4.0,48,16,0,1,2020,,29.0,30,장현식,KIA,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,27.0,28,김규성,KIA,0.139,1,10.0,4,2.50,0,0.29,4.32,0.028,1.2,0.152,2021,,,,
5674,10,11,김민식,KIA,0.251,69,238,211,22,53,6,1,2.0,67,21,6,2,2020,,0.0,30,정해영,KIA,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,28.0,29,오선우,KIA,0.067,0,4.0,1,4.00,0,0.11,3.56,0.000,-0.5,0.073,2021,,,,
5675,11,12,홍종표,KIA,0.250,40,88,80,7,20,3,0,0.0,23,7,3,1,2020,,0.0,1,양의지,NC,0.325,69.0,5,11,60,12,0.581,0.414,0.995,41,0.374,0.5,2021,,,29.0,30,장현식,KIA,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5676,12,13,유민상,KIA,0.246,126,456,391,38,96,23,0,8.0,143,65,2,4,2020,,1.0,2,윤형준,NC,0.297,3.0,0,0,17,2,0.500,0.321,0.821,2,0.083,0.31,2021,,,0.0,30,정해영,KIA,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5677,13,14,황윤호,KIA,0.243,25,73,70,5,17,3,0,0.0,20,5,0,0,2020,,2.0,3,이명기,NC,0.293,37.0,0,1,27,2,0.387,0.410,0.797,18,0.3,0.25,2021,,,0.0,1,양의지,NC,0.325,61,84.0,190,0.44,17,1.15,3.74,0.256,110.1,0.332,2021,,,,
5678,14,15,오선우,KIA,0.239,59,73,67,11,16,0,0,4.0,28,14,0,0,2020,,3.0,4,노진혁,NC,0.288,42.0,0,5,90,3,0.427,0.374,0.801,28,0.351,0.0,2021,,,1.0,2,윤형준,NC,0.297,5,16.0,20,0.80,1,0.18,3.56,0.203,11.3,0.269,2021,,,,
5679,15,16,김태진,KIA,0.236,82,280,263,28,62,5,1,1.0,72,23,2,1,2020,,4.0,5,최정원,NC,0.283,18.0,0,4,40,0,0.321,0.350,0.671,14,0.229,0.0,2021,,,2.0,3,이명기,NC,0.293,14,62.0,46,1.35,1,1.37,4.21,0.094,32.6,0.281,2021,,,,
5680,16,17,김호령,KIA,0.232,89,159,138,36,32,5,2,4.0,53,16,3,1,2020,,5.0,6,나성범,NC,0.281,38.0,2,11,155,5,0.509,0.335,0.844,46,0.263,0.0,2021,,,3.0,4,노진혁,NC,0.288,30,57.0,91,0.63,5,0.47,4.09,0.139,54.0,0.275,2021,,,,
5681,17,18,고장혁,KIA,0.231,7,13,13,0,3,0,0,0.0,3,0,0,0,2020,,6.0,7,알테어,NC,0.272,57.0,2,11,156,6,0.514,0.358,0.872,31,0.248,0.0,2021,,,4.0,5,최정원,NC,0.283,6,71.0,41,1.73,0,0.45,3.82,0.038,25.2,0.238,2021,,,,
5682,18,19,이진영,KIA,0.227,32,27,22,4,5,1,0,0.0,6,5,0,0,2020,,7.0,8,권희동,NC,0.263,29.0,1,5,24,4,0.466,0.406,0.872,6,0.345,0.429,2021,,,5.0,6,나성범,NC,0.281,63,119.0,140,0.85,9,0.25,3.74,0.228,95.5,0.278,2021,,,,
5683,19,20,한승택,KIA,0.226,83,262,226,22,51,6,0,9.0,84,29,9,0,2020,,8.0,9,박민우,NC,0.261,22.0,0,7,23,4,0.339,0.360,0.699,12,0.303,0.0,2021,,,6.0,7,알테어,NC,0.272,53,92.0,115,0.80,10,0.37,3.97,0.242,93.4,0.29,2021,,,,
5684,20,21,박찬호,KIA,0.223,141,531,480,63,107,16,0,3.0,132,36,12,3,2020,,9.0,10,박석민,NC,0.257,27.0,1,2,43,8,0.480,0.361,0.841,11,0.304,0.143,2021,,,7.0,8,권희동,NC,0.263,11,34.0,43,0.79,3,1.21,4.47,0.203,28.2,0.299,2021,,,,
5685,21,22,백용환,KIA,0.220,52,107,91,12,20,4,0,5.0,39,10,1,0,2020,,10.0,11,전민수,NC,0.255,11.0,1,0,23,2,0.378,0.330,0.708,4,0.375,0.233,2021,,,8.0,9,박민우,NC,0.261,9,51.0,61,0.84,1,0.96,3.86,0.078,25.5,0.247,2021,,,,
5686,22,23,이우성,KIA,0.203,48,67,59,5,12,1,0,0.0,13,3,0,0,2020,,11.0,12,최보성,NC,0.250,0.0,0,1,5,0,0.250,0.308,0.558,0,0.5,0.0,2021,,,9.0,10,박석민,NC,0.257,18,47.0,39,1.21,4,0.63,4.09,0.222,29.1,0.282,2021,,,,
5687,23,24,최정용,KIA,0.196,38,59,56,5,11,1,0,1.0,15,5,1,0,2020,,12.0,13,강진성,NC,0.249,36.0,2,14,68,12,0.350,0.330,0.680,25,0.227,0.2,2021,,,10.0,11,전민수,NC,0.255,6,18.0,32,0.56,2,0.48,3.99,0.122,12.1,0.243,2021,,,,
5688,24,25,김규성,KIA,0.178,103,182,157,21,28,2,1,3.0,41,11,11,0,2020,,13.0,14,김주원,NC,0.241,17.0,0,2,57,5,0.386,0.316,0.702,4,0.162,1.0,2021,,,11.0,12,최보성,NC,0.250,0,1.0,3,0.33,0,0.00,2.71,0.000,0.7,0.201,2021,,,,
5689,25,26,문선재,KIA,0.167,15,6,6,1,1,0,0,0.0,1,0,0,0,2020,,14.0,15,이원재,NC,0.231,1.0,0,1,11,1,0.262,0.250,0.512,1,0.235,0.375,2021,,,12.0,13,강진성,NC,0.249,27,114.0,125,0.91,5,0.53,3.74,0.101,47.4,0.236,2021,,,,
5690,26,27,장영석,KIA,0.129,11,37,31,1,4,0,0,0.0,4,2,0,1,2020,,15.0,16,최승민,NC,0.226,1.0,0,0,7,0,0.258,0.250,0.508,1,0.1,0.0,2021,,,13.0,14,김주원,NC,0.241,13,30.0,41,0.73,2,0.30,3.76,0.145,20.9,0.239,2021,,,,
5691,27,28,최정민,KIA,0.111,24,11,9,12,1,0,0,0.0,1,2,0,0,2020,,16.0,17,정진기,NC,0.223,10.0,0,1,39,2,0.358,0.265,0.623,9,0.188,0.238,2021,,,14.0,15,이원재,NC,0.231,2,23.0,17,1.35,0,0.09,3.68,0.031,4.3,0.178,2021,,,,
5692,28,29,김영환,KIA,0.000,14,18,16,0,0,0,0,0.0,0,0,1,0,2020,,17.0,18,정현,NC,0.222,17.0,0,7,24,7,0.282,0.355,0.637,5,0.238,0.167,2021,,,15.0,16,최승민,NC,0.226,1,11.0,6,1.83,0,0.14,3.03,0.032,1.7,0.177,2021,,,,
5693,29,29,김현준,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,18.0,19,김태군,NC,0.220,21.0,0,11,30,4,0.341,0.311,0.652,10,0.158,0.0,2021,,,16.0,17,정진기,NC,0.223,14,63.0,48,1.31,2,0.26,3.51,0.135,18.3,0.209,2021,,,,
5694,0,29,박민,KIA,0.000,6,2,1,1,0,0,0,0.0,0,0,0,0,2020,,19.0,20,박대온,NC,0.212,4.0,0,0,21,0,0.224,0.242,0.466,2,0.182,0.0,2021,,,17.0,18,정현,NC,0.222,6,30.0,37,0.81,1,0.71,3.76,0.060,11.8,0.23,2021,,,,
