,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,HR홈런,index,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,year,OBP출루율,BB볼넷,index,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year,BB/K볼넷/삼진,GO땅볼,ISOP순수장타율,GO/AO땅볼/뜬공
5695,1,29,이정훈,KIA,0.000,3,4,4,0,0,0,0,0.0,0,0,0,0,2020,,20.0,21,정범모,NC,0.211,2.0,0,1,4,2,0.421,0.318,0.739,0,0.333,0.0,2021,,,18.0,19,김태군,NC,0.220,14,71.0,83,0.86,2,0.70,3.57,0.121,27.6,0.225,2021,,,,
5696,2,29,장현식,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,21.0,22,박준영,NC,0.209,27.0,0,10,92,9,0.337,0.301,0.638,15,0.215,0.167,2021,,,19.0,20,박대온,NC,0.212,1,21.0,27,0.78,0,0.19,3.43,0.012,5.3,0.165,2021,,,,
5697,0,1,강태율,롯데,0.455,14,18,11,2,5,0,0,2.0,11,2,0,0,2020,,22.0,23,김기환,NC,0.207,8.0,0,0,45,1,0.350,0.250,0.600,7,0.276,1.0,2021,,,20.0,21,정범모,NC,0.211,2,5.0,6,0.83,0,0.50,3.43,0.211,2.1,0.248,2021,,,,
5698,1,2,신윤후,롯데,0.429,5,8,7,2,3,0,0,0.0,3,2,0,0,2020,,23.0,24,이재율,NC,0.200,0.0,0,2,3,1,0.333,0.294,0.627,0,0.0,0.0,2021,,,21.0,22,박준영,NC,0.209,17,52.0,74,0.70,0,0.29,4.09,0.128,28.3,0.22,2021,,,,
5699,2,3,손아섭,롯데,0.352,141,611,540,98,190,43,0,11.0,266,85,1,7,2020,,24.0,25,도태훈,NC,0.182,6.0,0,4,14,3,0.242,0.289,0.531,0,0.227,0.2,2021,,,22.0,23,김기환,NC,0.207,12,39.0,27,1.44,0,0.18,3.73,0.143,13.4,0.2,2021,,,,
5700,3,4,오윤석,롯데,0.298,63,197,168,31,50,7,1,4.0,71,32,1,2,2020,,25.0,26,김준완,NC,0.167,2.0,0,0,0,0,0.333,0.286,0.619,0,0.0,0.0,2021,,,23.0,24,이재율,NC,0.200,2,6.0,3,2.00,0,0.00,3.00,0.133,1.0,0.216,2021,,,,
5701,4,5,정훈,롯데,0.295,111,476,410,72,121,19,1,11.0,175,58,2,4,2020,,26.0,27,지석훈,NC,0.147,6.0,0,2,12,0,0.176,0.302,0.478,0,0.143,0.0,2021,,,24.0,25,도태훈,NC,0.182,2,23.0,17,1.35,0,0.43,3.93,0.061,4.7,0.191,2021,,,,
5702,5,6,이대호,롯데,0.292,144,611,542,67,158,27,0,20.0,245,110,0,11,2020,,27.0,28,김건태,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,25.0,26,김준완,NC,0.167,1,4.0,6,0.67,0,-,3.50,0.167,1.3,0.212,2021,,,,
5703,6,7,안치홍,롯데,0.286,124,460,412,49,118,28,0,8.0,170,54,4,2,2020,,28.0,28,김수윤,NC,0.000,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,26.0,27,지석훈,NC,0.147,1,7.0,11,0.64,0,0.50,3.67,0.029,3.1,0.18,2021,,,,
5704,7,8,마차도,롯데,0.280,144,560,486,79,136,31,1,12.0,205,67,4,8,2020,,29.0,28,김영규,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,27.0,28,김건태,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5705,8,9,전준우,롯데,0.279,143,628,562,95,157,34,1,26.0,271,96,3,3,2020,,0.0,28,김진성,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,28.0,28,김수윤,NC,0.000,0,2.0,3,0.67,0,0.00,2.14,0.000,-0.6,0.0,2021,,,,
5706,9,10,한동희,롯데,0.278,135,531,461,62,128,22,0,17.0,201,67,5,3,2020,,1.0,28,김태현,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,29.0,28,김영규,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5707,10,11,이병규,롯데,0.274,53,194,164,28,45,4,0,9.0,76,32,0,1,2020,,2.0,28,노시훈,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,0.0,28,김진성,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5708,11,12,김재유,롯데,0.259,68,133,116,20,30,1,0,1.0,34,9,2,0,2020,,3.0,28,류진욱,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,1.0,28,김태현,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5709,12,13,김민수,롯데,0.250,3,10,8,1,2,0,0,0.0,2,0,0,0,2020,,4.0,28,모창민,NC,0.000,1.0,0,0,1,0,0.000,0.167,0.167,0,0.0,0.0,2021,,,2.0,28,노시훈,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5710,13,13,지시완,롯데,0.250,3,11,8,0,2,0,0,0.0,2,2,0,0,2020,,5.0,28,박시원,NC,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,3.0,28,류진욱,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5711,14,15,민병헌,롯데,0.233,109,342,309,42,72,12,0,2.0,90,23,5,2,2020,,6.0,28,배민서,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,4.0,28,모창민,NC,0.000,0,3.0,1,3.00,0,1.00,4.50,0.000,-0.4,0.075,2021,,,,
5712,15,16,김준태,롯데,0.225,128,369,306,38,69,12,2,5.0,100,43,3,3,2020,,7.0,28,신민혁,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,5.0,28,박시원,NC,0.000,0,0.0,1,0.00,0,-,4.00,0.000,-0.1,0.0,2021,,,,
5713,16,17,김동한,롯데,0.221,82,73,68,23,15,5,0,0.0,20,5,0,0,2020,,8.0,28,안인산,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,6.0,28,배민서,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5714,17,18,신본기,롯데,0.217,81,123,106,18,23,1,0,2.0,30,12,1,1,2020,,9.0,28,오장한,NC,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,7.0,28,신민혁,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5715,18,19,강로한,롯데,0.190,16,26,21,6,4,0,0,0.0,4,1,0,0,2020,,10.0,28,오태양,NC,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,8.0,28,안인산,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5716,19,20,허일,롯데,0.179,60,95,84,5,15,4,0,1.0,22,6,2,0,2020,,11.0,28,원종현,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,9.0,28,오장한,NC,0.000,0,0.0,0,-,0,0.00,5.00,0.000,-0.1,0.0,2021,,,,
5717,20,21,정보근,롯데,0.150,85,152,133,9,20,2,0,0.0,22,5,6,1,2020,,12.0,28,이용찬,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,10.0,28,오태양,NC,0.000,0,1.0,0,-,0,-,2.00,0.000,-0.1,0.0,2021,,,,
5718,21,22,추재현,롯데,0.125,13,28,24,3,3,0,0,0.0,3,0,0,0,2020,,13.0,28,이우석,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,11.0,28,원종현,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5719,22,23,고효준,롯데,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,14.0,28,임정호,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,12.0,28,이용찬,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5720,23,23,구승민,롯데,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,15.0,28,임창민,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,13.0,28,이우석,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5721,24,23,김강현,롯데,0.000,5,4,3,0,0,0,0,0.0,0,0,0,0,2020,,16.0,28,최금강,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,14.0,28,임정호,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5722,25,23,김대우,롯데,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,17.0,28,최우재,NC,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,15.0,28,임창민,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5723,26,23,김원중,롯데,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2020,,18.0,28,홍성민,NC,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,16.0,28,최금강,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5724,27,23,배성근,롯데,0.000,4,7,7,0,0,0,0,0.0,0,0,0,0,2020,,0.0,1,김성표,삼성,0.333,5.0,0,0,7,0,0.333,0.478,0.811,1,0.25,0.0,2021,,,17.0,28,최우재,NC,0.000,0,1.0,1,1.00,0,-,3.00,0.000,-0.2,0.0,2021,,,,
5725,28,23,오현택,롯데,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,1.0,2,구자욱,삼성,0.306,48.0,3,6,98,9,0.519,0.361,0.880,45,0.283,0.0,2021,,,18.0,28,홍성민,NC,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5726,29,23,이인복,롯데,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2020,,2.0,3,박해민,삼성,0.291,69.0,2,3,82,3,0.377,0.383,0.760,36,0.327,0.0,2021,,,0.0,1,김성표,삼성,0.333,0,3.0,2,1.50,0,0.71,4.21,0.000,3.6,0.298,2021,,,,
5727,0,23,이호연,롯데,0.000,1,2,2,0,0,0,0,0.0,0,0,0,0,2020,,3.0,4,강민호,삼성,0.291,45.0,4,4,53,18,0.478,0.361,0.839,34,0.25,0.25,2021,,,1.0,2,구자욱,삼성,0.306,62,122.0,169,0.72,9,0.49,3.87,0.214,103.8,0.292,2021,,,,
5728,1,23,진명호,롯데,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,4.0,5,피렐라,삼성,0.286,57.0,2,8,89,8,0.495,0.359,0.854,52,0.288,0.0,2021,,,2.0,3,박해민,삼성,0.291,28,116.0,131,0.89,5,0.84,4.20,0.086,74.3,0.267,2021,,,,
5729,0,1,김호재,삼성,0.322,65,138,118,19,38,5,0,1.0,46,10,1,0,2020,,5.0,6,오재일,삼성,0.285,58.0,8,0,106,5,0.512,0.366,0.878,36,0.276,0.0,2021,,,3.0,4,강민호,삼성,0.291,40,129.0,113,1.14,12,0.85,3.60,0.187,66.6,0.282,2021,,,,
5730,1,2,김동엽,삼성,0.312,115,451,413,60,129,21,0,20.0,210,74,1,4,2020,,6.0,7,김헌곤,삼성,0.281,34.0,0,5,46,9,0.356,0.355,0.711,24,0.217,0.25,2021,,,4.0,5,피렐라,삼성,0.286,56,143.0,166,0.86,10,0.64,3.76,0.210,96.3,0.285,2021,,,,
5731,2,3,구자욱,삼성,0.307,118,510,446,70,137,27,2,15.0,213,78,1,4,2020,,7.0,8,최영진,삼성,0.281,5.0,0,1,12,1,0.421,0.349,0.770,3,0.267,0.222,2021,,,5.0,6,오재일,삼성,0.285,45,99.0,102,0.97,9,0.55,3.82,0.227,79.9,0.293,2021,,,,
5732,3,4,강한울,삼성,0.305,34,122,105,13,32,3,0,1.0,38,10,5,1,2020,,8.0,9,김지찬,삼성,0.274,27.0,0,0,31,0,0.304,0.331,0.635,20,0.278,0.333,2021,,,6.0,7,김헌곤,삼성,0.281,14,111.0,76,1.46,2,0.74,4.08,0.076,41.7,0.249,2021,,,,
5733,4,5,김상수,삼성,0.304,120,471,404,71,123,18,3,5.0,162,47,2,2,2020,,9.0,10,김민수,삼성,0.263,6.0,0,1,13,2,0.447,0.318,0.765,5,0.217,0.0,2021,,,7.0,8,최영진,삼성,0.281,4,19.0,10,1.90,1,0.42,4.03,0.140,8.3,0.262,2021,,,,
5734,5,6,최영진,삼성,0.297,58,118,101,15,30,3,0,1.0,36,11,1,1,2020,,10.0,11,강한울,삼성,0.260,29.0,0,0,58,5,0.283,0.341,0.624,8,0.339,0.348,2021,,,8.0,9,김지찬,삼성,0.274,7,112.0,75,1.49,6,0.87,3.65,0.030,36.7,0.225,2021,,,,
5735,6,7,박해민,삼성,0.290,132,541,489,84,142,18,5,11.0,203,55,7,3,2020,,11.0,12,김현준,삼성,0.250,0.0,0,0,0,1,0.250,0.250,0.500,0,0.0,0.0,2021,,,9.0,10,김민수,삼성,0.263,8,24.0,21,1.14,1,0.46,3.67,0.184,11.2,0.255,2021,,,,
5736,7,8,강민호,삼성,0.287,119,393,355,46,102,14,0,19.0,173,61,0,3,2020,,12.0,13,김동엽,삼성,0.238,10.0,0,4,42,2,0.351,0.286,0.637,10,0.258,0.111,2021,,,10.0,11,강한울,삼성,0.260,5,64.0,46,1.39,0,0.50,4.13,0.022,23.7,0.224,2021,,,,
5737,8,9,김성윤,삼성,0.286,9,9,7,1,2,1,0,0.0,3,0,0,0,2020,,13.0,14,김상수,삼성,0.235,52.0,0,3,51,14,0.301,0.320,0.621,24,0.223,0.333,2021,,,11.0,12,김현준,삼성,0.250,0,1.0,2,0.50,0,-,3.25,0.000,-0.1,0.175,2021,,,,
5738,9,10,이성곤,삼성,0.281,62,154,139,16,39,7,0,5.0,61,18,2,2,2020,,14.0,15,송준석,삼성,0.235,3.0,0,1,13,1,0.392,0.291,0.683,3,0.188,0.0,2021,,,12.0,13,김동엽,삼성,0.238,13,44.0,59,0.75,4,0.24,3.67,0.114,20.3,0.216,2021,,,,
5739,10,11,살라디노,삼성,0.280,44,163,132,26,37,8,0,6.0,63,27,0,1,2020,,15.0,16,이원석,삼성,0.231,60.0,2,11,80,11,0.346,0.341,0.687,18,0.309,0.25,2021,,,13.0,14,김상수,삼성,0.235,21,147.0,134,1.10,6,1.02,3.90,0.065,43.1,0.219,2021,,,,
5740,11,12,송준석,삼성,0.277,32,50,47,5,13,5,0,1.0,21,7,0,0,2020,,16.0,17,김호재,삼성,0.227,9.0,0,2,14,0,0.253,0.322,0.575,0,0.333,0.333,2021,,,14.0,15,송준석,삼성,0.235,4,14.0,12,1.17,0,0.23,3.84,0.157,5.7,0.229,2021,,,,
5741,12,13,이원석,삼성,0.268,121,467,403,46,108,17,0,13.0,164,74,1,12,2020,,17.0,18,오선진,삼성,0.214,3.0,0,1,8,2,0.214,0.283,0.497,1,0.154,1.0,2021,,,15.0,16,이원석,삼성,0.231,28,77.0,158,0.49,7,0.75,3.91,0.115,53.5,0.24,2021,,,,
5742,13,14,박승규,삼성,0.258,91,196,182,24,47,11,0,1.0,61,14,4,0,2020,,18.0,19,이학주,삼성,0.206,14.0,0,1,61,3,0.335,0.276,0.611,9,0.244,0.0,2021,,,16.0,17,김호재,삼성,0.227,2,25.0,20,1.25,1,0.64,4.04,0.027,7.8,0.208,2021,,,,
5743,14,15,김헌곤,삼성,0.248,97,283,254,26,63,8,0,3.0,80,34,1,3,2020,,19.0,20,박승규,삼성,0.182,9.0,0,2,9,4,0.333,0.299,0.632,1,0.143,0.222,2021,,,17.0,18,오선진,삼성,0.214,0,14.0,11,1.27,0,0.38,4.02,0.000,2.1,0.181,2021,,,,
5744,15,16,김지찬,삼성,0.232,135,287,254,47,59,5,1,1.0,69,13,5,2,2020,,20.0,21,김성윤,삼성,0.167,0.0,0,0,5,0,0.167,0.158,0.325,0,0.4,0.0,2021,,,18.0,19,이학주,삼성,0.206,12,34.0,28,1.21,1,0.23,4.16,0.129,13.8,0.208,2021,,,,
5745,16,17,이학주,삼성,0.228,64,243,206,30,47,11,0,4.0,70,28,4,5,2020,,21.0,22,김도환,삼성,0.146,2.0,0,2,20,0,0.195,0.222,0.417,1,0.0,0.0,2021,,,19.0,20,박승규,삼성,0.182,4,24.0,21,1.14,0,1.00,3.73,0.152,6.3,0.218,2021,,,,
5746,17,18,김응민,삼성,0.224,45,85,76,7,17,1,0,0.0,18,5,3,0,2020,,22.0,23,권정웅,삼성,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,20.0,21,김성윤,삼성,0.167,0,7.0,4,1.75,0,0.00,3.32,0.000,0.2,0.113,2021,,,,
5747,18,19,김도환,삼성,0.220,34,49,41,2,9,2,0,0.0,11,9,1,2,2020,,23.0,23,김윤수,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,21.0,22,김도환,삼성,0.146,2,7.0,8,0.88,0,0.10,4.07,0.049,1.2,0.149,2021,,,,
5748,19,20,박찬도,삼성,0.219,51,116,96,20,21,5,0,1.0,29,8,2,2,2020,,24.0,23,김응민,삼성,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,22.0,23,권정웅,삼성,0.000,0,1.0,0,-,0,-,6.00,0.000,-0.1,0.0,2021,,,,
5749,20,21,팔카,삼성,0.209,51,217,196,17,41,7,0,8.0,72,23,0,3,2020,,25.0,23,노건우,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,23.0,23,김윤수,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5750,21,22,박계범,삼성,0.195,80,175,164,21,32,7,0,3.0,48,16,3,1,2020,,26.0,23,문용익,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,24.0,23,김응민,삼성,0.000,0,1.0,1,1.00,0,-,3.50,0.000,-0.2,0.0,2021,,,,
5751,22,23,이성규,삼성,0.181,98,245,216,25,39,7,1,10.0,78,30,4,2,2020,,27.0,23,백승민,삼성,0.000,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,25.0,23,노건우,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5752,23,24,김민수,삼성,0.174,17,26,23,3,4,0,0,0.0,4,1,1,0,2020,,28.0,23,안주형,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,26.0,23,문용익,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5753,24,25,김재현,삼성,0.143,35,18,14,4,2,0,0,0.0,2,4,1,0,2020,,29.0,23,오승환,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,27.0,23,백승민,삼성,0.000,0,1.0,0,-,0,0.00,4.67,0.000,-0.3,0.0,2021,,,,
5754,25,26,양우현,삼성,0.130,7,24,23,0,3,0,0,0.0,3,0,0,0,2020,,0.0,23,이재익,삼성,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,28.0,23,안주형,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5755,26,27,김성표,삼성,0.125,15,8,8,1,1,0,0,0.0,1,0,0,0,2020,,1.0,23,이태훈,삼성,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2021,,,29.0,23,오승환,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5756,27,28,권정웅,삼성,0.000,3,2,1,0,0,0,0,0.0,0,0,0,0,2020,,0.0,1,박지훈,두산,0.333,1.0,0,1,3,0,0.417,0.429,0.846,0,0.333,0.0,2021,,,0.0,23,이재익,삼성,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
5757,28,28,김대우,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,1.0,2,박건우,두산,0.325,50.0,2,11,72,16,0.441,0.400,0.841,44,0.325,0.25,2021,,,1.0,23,이태훈,삼성,0.000,0,0.0,1,0.00,0,0.00,3.50,0.000,-0.2,0.0,2021,,,,
5758,29,28,라이블리,삼성,0.000,1,1,1,0,0,0,0,0.0,0,0,0,0,2020,,2.0,3,페르난데스,두산,0.315,65.0,3,6,35,25,0.443,0.391,0.834,48,0.279,0.0,2021,,,0.0,1,박지훈,두산,0.333,1,3.0,2,1.50,0,0.33,3.57,0.083,2.4,0.297,2021,,,,
5759,0,28,백승민,삼성,0.000,7,12,9,0,0,0,0,0.0,0,1,0,0,2020,,3.0,4,조수행,두산,0.286,16.0,0,3,26,1,0.369,0.417,0.786,3,0.231,0.143,2021,,,1.0,2,박건우,두산,0.325,39,111.0,132,0.84,3,0.69,3.70,0.116,78.9,0.29,2021,,,,
5760,1,28,양창섭,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,4.0,5,최용제,두산,0.279,11.0,0,2,21,0,0.308,0.356,0.664,3,0.279,0.371,2021,,,2.0,3,페르난데스,두산,0.315,39,170.0,171,0.99,4,1.86,3.48,0.128,87.0,0.287,2021,,,,
5761,2,28,임현준,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,5.0,6,허경민,두산,0.278,36.0,1,8,35,21,0.365,0.338,0.703,34,0.285,0.444,2021,,,3.0,4,조수행,두산,0.286,4,21.0,13,1.62,0,0.62,4.08,0.083,16.9,0.28,2021,,,,
5762,3,28,장지훈,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,6.0,7,김재환,두산,0.274,81.0,3,5,127,9,0.501,0.382,0.883,40,0.338,0.5,2021,,,4.0,5,최용제,두산,0.279,3,27.0,28,0.96,1,0.52,3.89,0.029,13.1,0.237,2021,,,,
5763,4,28,홍정우,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2020,,7.0,8,양석환,두산,0.273,42.0,2,9,136,10,0.490,0.337,0.827,34,0.29,0.25,2021,,,5.0,6,허경민,두산,0.278,30,175.0,131,1.34,6,1.03,3.76,0.088,51.8,0.243,2021,,,,
5764,0,1,김경호,SK,0.286,56,110,105,17,30,3,1,0.0,35,9,1,1,2020,,8.0,9,박계범,두산,0.267,44.0,0,9,68,8,0.357,0.368,0.725,21,0.267,0.0,2021,,,6.0,7,김재환,두산,0.274,52,109.0,114,0.96,15,0.64,4.01,0.227,91.3,0.297,2021,,,,
5765,1,1,김성민,SK,0.286,9,16,14,4,4,0,0,2.0,10,4,0,0,2020,,9.0,10,정수빈,두산,0.259,29.0,1,3,50,7,0.374,0.326,0.700,19,0.301,0.25,2021,,,7.0,8,양석환,두산,0.273,50,79.0,147,0.54,12,0.31,3.98,0.217,80.1,0.274,2021,,,,
5766,2,3,고종욱,SK,0.283,92,288,272,24,77,9,3,3.0,101,26,0,1,2020,,10.0,11,김인태,두산,0.259,62.0,0,3,67,10,0.378,0.373,0.751,20,0.337,0.381,2021,,,8.0,9,박계범,두산,0.267,18,87.0,84,1.04,7,0.65,4.12,0.090,45.3,0.255,2021,,,,
5767,3,4,로맥,SK,0.282,139,586,485,85,137,32,0,32.0,265,91,0,4,2020,,11.0,12,안재석,두산,0.255,16.0,0,4,53,4,0.345,0.317,0.662,11,0.213,0.182,2021,,,9.0,10,정수빈,두산,0.259,26,112.0,72,1.56,2,0.58,3.82,0.115,37.4,0.24,2021,,,,
5768,4,5,채태인,SK,0.281,71,189,160,11,45,5,0,7.0,71,24,0,0,2020,,12.0,13,전민재,두산,0.250,0.0,0,0,2,0,0.250,0.200,0.450,0,0.0,0.0,2021,,,10.0,11,김인태,두산,0.259,24,92.0,100,0.92,3,0.93,3.88,0.119,51.8,0.262,2021,,,,
5769,5,6,오태곤,SK,0.274,94,258,234,36,64,12,1,5.0,93,35,4,0,2020,,13.0,14,강승호,두산,0.239,22.0,1,6,78,8,0.375,0.301,0.676,17,0.287,0.0,2021,,,11.0,12,안재석,두산,0.255,12,49.0,51,0.96,2,0.30,3.94,0.090,23.4,0.229,2021,,,,
5770,6,7,김성현,SK,0.271,133,392,343,34,93,9,1,2.0,110,25,11,3,2020,,14.0,15,안권수,두산,0.238,3.0,0,0,3,0,0.286,0.289,0.575,2,0.267,0.0,2021,,,12.0,13,전민재,두산,0.250,0,0.0,2,0.00,0,0.00,3.20,0.000,0.6,0.153,2021,,,,
5771,7,8,오준혁,SK,0.27,70,161,148,19,40,7,0,3.0,56,18,0,1,2020,,15.0,16,장승현,두산,0.232,19.0,0,8,50,2,0.322,0.332,0.654,8,0.365,0.0,2021,,,13.0,14,강승호,두산,0.239,25,76.0,78,0.97,2,0.28,3.79,0.136,34.6,0.229,2021,,,,
5772,8,9,최정,SK,0.27,133,553,452,90,122,22,0,33.0,243,96,0,6,2020,,16.0,17,박세혁,두산,0.219,22.0,0,5,43,6,0.270,0.296,0.566,11,0.258,0.273,2021,,,14.0,15,안권수,두산,0.238,1,20.0,9,2.22,0,1.00,3.47,0.048,4.3,0.202,2021,,,,
5773,9,10,최항,SK,0.265,47,155,132,21,35,3,0,2.0,44,15,0,1,2020,,17.0,18,권민석,두산,0.214,1.0,0,0,7,0,0.357,0.267,0.624,0,0.25,0.0,2021,,,15.0,16,장승현,두산,0.232,12,51.0,36,1.42,3,0.38,3.81,0.090,21.0,0.23,2021,,,,
5774,10,11,최지훈,SK,0.258,127,520,466,66,120,19,5,1.0,152,27,8,3,2020,,18.0,19,김재호,두산,0.209,29.0,0,2,34,7,0.261,0.306,0.567,12,0.186,0.222,2021,,,16.0,17,박세혁,두산,0.219,12,77.0,68,1.13,1,0.51,4.02,0.051,19.9,0.201,2021,,,,
5775,11,12,김강민,SK,0.253,122,327,289,39,73,11,1,12.0,122,45,5,2,2020,,19.0,20,신성현,두산,0.182,3.0,0,1,6,0,0.182,0.400,0.582,1,0.0,0.0,2021,,,17.0,18,권민석,두산,0.214,2,3.0,1,3.00,0,0.14,4.20,0.143,1.2,0.209,2021,,,,
5776,12,13,유서준,SK,0.25,28,25,24,10,6,1,0,1.0,10,2,0,0,2020,,20.0,21,오재원,두산,0.167,6.0,0,0,18,3,0.208,0.228,0.436,1,0.05,0.111,2021,,,18.0,19,김재호,두산,0.209,9,56.0,80,0.70,3,0.85,3.91,0.052,18.6,0.203,2021,,,,
5777,13,14,한유섬,SK,0.249,62,231,193,35,48,5,0,15.0,98,31,0,2,2020,,21.0,22,국해성,두산,0.125,0.0,0,0,2,0,0.125,0.125,0.250,0,0.0,0.0,2021,,,19.0,20,신성현,두산,0.182,0,2.0,1,2.00,0,0.50,4.60,0.000,1.5,0.226,2021,,,,
5778,14,15,박성한,SK,0.242,41,112,99,7,24,2,0,2.0,32,8,1,0,2020,,22.0,23,권휘,두산,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,20.0,21,오재원,두산,0.167,3,19.0,24,0.79,2,0.33,3.90,0.042,2.8,0.155,2021,,,,
5779,15,16,정의윤,SK,0.241,76,203,187,13,45,5,1,1.0,55,20,0,3,2020,,23.0,23,김강률,두산,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,21.0,22,국해성,두산,0.125,0,3.0,2,1.50,0,0.00,4.38,0.000,-0.1,0.088,2021,,,,
5780,16,17,이흥련,SK,0.24,49,132,125,6,30,1,0,3.0,40,20,0,1,2020,,24.0,23,김명신,두산,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2021,,,22.0,23,권휘,두산,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2021,,,,
