,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,년도,경기타입
0,1,최준석,롯데,0.333,0,0,0,0,0,0.333,0.333,0.666,0,0.000,0.000,2002,KBO 정규시즌
1,2,에레라,롯데,0.305,8,2,1,28,1,0.438,0.332,0.770,19,0.205,0.000,2002,KBO 정규시즌
2,3,최기문,롯데,0.285,27,5,3,44,9,0.426,0.337,0.763,23,0.292,0.000,2002,KBO 정규시즌
3,4,김응국,롯데,0.284,34,2,2,58,8,0.365,0.346,0.711,24,0.291,0.300,2002,KBO 정규시즌
4,5,이대호,롯데,0.278,19,1,7,66,6,0.447,0.345,0.792,20,0.288,0.000,2002,KBO 정규시즌
5,6,이동욱,롯데,0.268,10,0,6,34,4,0.369,0.330,0.699,9,0.261,0.148,2002,KBO 정규시즌
6,7,김대익,롯데,0.264,23,2,0,52,4,0.333,0.315,0.648,19,0.260,0.000,2002,KBO 정규시즌
7,8,허문회,롯데,0.263,18,0,4,37,4,0.402,0.332,0.734,12,0.267,0.172,2002,KBO 정규시즌
8,9,박정태,롯데,0.262,32,0,7,32,4,0.401,0.356,0.757,16,0.300,0.176,2002,KBO 정규시즌
9,10,박현승,롯데,0.260,25,0,2,62,8,0.382,0.310,0.692,22,0.138,0.000,2002,KBO 정규시즌
10,11,김정현,롯데,0.250,8,1,0,20,0,0.324,0.329,0.653,5,0.278,0.000,2002,KBO 정규시즌
11,11,엄정대,롯데,0.250,5,0,4,18,3,0.344,0.338,0.682,3,0.133,0.125,2002,KBO 정규시즌
12,13,박기혁,롯데,0.243,9,0,0,38,6,0.287,0.290,0.577,8,0.233,0.250,2002,KBO 정규시즌
13,14,박종윤,롯데,0.241,1,0,0,11,0,0.276,0.258,0.534,2,0.333,0.000,2002,KBO 정규시즌
14,15,조성환,롯데,0.235,18,0,7,42,2,0.290,0.300,0.590,15,0.200,0.000,2002,KBO 정규시즌
15,16,김주찬,롯데,0.220,14,0,5,75,5,0.379,0.271,0.650,15,0.200,0.000,2002,KBO 정규시즌
16,17,이계성,롯데,0.218,10,0,0,30,2,0.298,0.274,0.572,6,0.115,0.100,2002,KBO 정규시즌
17,18,박경진,롯데,0.205,1,0,1,11,0,0.256,0.244,0.500,2,0.167,0.500,2002,KBO 정규시즌
18,19,신명철,롯데,0.205,4,0,0,35,0,0.315,0.227,0.542,3,0.200,0.125,2002,KBO 정규시즌
19,20,허일상,롯데,0.200,3,0,1,9,1,0.340,0.259,0.599,1,0.000,0.000,2002,KBO 정규시즌
20,21,김태균,롯데,0.193,14,0,2,46,2,0.303,0.273,0.576,5,0.303,0.091,2002,KBO 정규시즌
21,22,박상민,롯데,0.189,5,0,1,9,1,0.216,0.302,0.518,0,0.333,0.200,2002,KBO 정규시즌
22,23,이우민,롯데,0.188,7,0,12,47,1,0.253,0.277,0.530,7,0.176,0.333,2002,KBO 정규시즌
23,24,권오현,롯데,0.176,5,0,4,22,0,0.257,0.265,0.522,0,0.067,0.111,2002,KBO 정규시즌
24,25,해처,롯데,0.162,2,0,2,22,2,0.221,0.205,0.426,2,0.083,0.167,2002,KBO 정규시즌
25,26,박준서,롯데,0.152,1,0,0,12,1,0.182,0.176,0.358,0,0.077,0.000,2002,KBO 정규시즌
26,27,윤재국,롯데,0.125,6,1,0,12,0,0.200,0.239,0.439,1,0.182,0.091,2002,KBO 정규시즌
27,28,베로아,롯데,0.097,3,0,0,15,0,0.226,0.171,0.397,0,0.111,0.000,2002,KBO 정규시즌
28,29,이명호,롯데,0.091,0,0,0,5,0,0.091,0.091,0.182,0,0.000,0.000,2002,KBO 정규시즌
29,30,김사율,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
0,30,김장현,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
1,30,김제빈,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
2,30,김풍철,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
3,30,노승욱,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
4,30,문규현,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2002,KBO 정규시즌
5,30,에르난데스,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2002,KBO 정규시즌
0,1,정수성,현대,0.375,1,0,0,2,0,0.375,0.444,0.819,1,0.000,0.000,2003,KBO 정규시즌
1,2,김민우,현대,0.368,3,0,0,6,0,0.421,0.455,0.876,1,0.400,0.500,2003,KBO 정규시즌
2,3,정성훈,현대,0.343,23,1,8,40,20,0.509,0.397,0.906,33,0.370,0.000,2003,KBO 정규시즌
3,4,심정수,현대,0.335,124,17,9,63,14,0.720,0.478,1.198,45,0.346,0.000,2003,KBO 정규시즌
4,5,김동수,현대,0.308,45,5,8,57,10,0.485,0.390,0.875,29,0.350,0.286,2003,KBO 정규시즌
5,6,브룸바,현대,0.303,29,0,2,43,6,0.538,0.374,0.912,19,0.324,0.000,2003,KBO 정규시즌
6,7,이숭용,현대,0.294,47,0,4,69,10,0.448,0.355,0.803,46,0.246,0.000,2003,KBO 정규시즌
7,8,박종호,현대,0.293,47,0,18,53,6,0.396,0.371,0.767,43,0.255,0.000,2003,KBO 정규시즌
8,9,박진만,현대,0.283,55,0,13,66,14,0.458,0.379,0.837,33,0.232,0.000,2003,KBO 정규시즌
9,10,이택근,현대,0.278,11,0,13,35,3,0.387,0.350,0.737,11,0.185,0.333,2003,KBO 정규시즌
10,11,전준호,현대,0.269,58,0,10,56,3,0.353,0.365,0.718,35,0.264,0.000,2003,KBO 정규시즌
11,12,강귀태,현대,0.256,10,0,1,16,5,0.385,0.320,0.705,6,0.182,0.250,2003,KBO 정규시즌
12,12,전근표,현대,0.256,20,0,4,44,1,0.436,0.356,0.792,8,0.164,0.222,2003,KBO 정규시즌
13,14,조재호,현대,0.244,10,0,2,25,2,0.333,0.306,0.639,5,0.231,0.178,2003,KBO 정규시즌
14,15,채종국,현대,0.241,7,0,6,31,3,0.365,0.303,0.668,2,0.257,0.125,2003,KBO 정규시즌
15,16,프랭클린,현대,0.221,25,0,3,57,0,0.471,0.347,0.818,6,0.297,0.000,2003,KBO 정규시즌
16,17,김일경,현대,0.219,1,0,4,20,0,0.344,0.275,0.619,1,0.190,0.200,2003,KBO 정규시즌
17,18,최익성,현대,0.191,8,0,1,9,1,0.340,0.316,0.656,1,0.231,0.200,2003,KBO 정규시즌
18,19,서한규,현대,0.188,1,0,0,2,1,0.188,0.235,0.423,0,0.500,0.000,2003,KBO 정규시즌
19,20,조승현,현대,0.158,0,0,0,5,0,0.316,0.158,0.474,0,0.000,0.250,2003,KBO 정규시즌
20,21,강병식,현대,0.138,12,0,1,17,1,0.262,0.282,0.544,1,0.200,0.143,2003,KBO 정규시즌
21,22,권준헌,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
22,22,김성태,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
23,22,마일영,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
24,22,신철인,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
25,22,이대환,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
26,22,이상열,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
27,22,조용준,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
28,22,황두성,현대,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,1,김강민,SK,0.500,0,0,0,1,0,0.500,0.500,1.000,1,0.500,0.000,2003,KBO 정규시즌
1,2,이진영,SK,0.328,62,1,4,76,6,0.520,0.408,0.928,45,0.364,0.000,2003,KBO 정규시즌
2,3,강혁,SK,0.294,14,0,3,16,5,0.396,0.350,0.746,12,0.220,0.182,2003,KBO 정규시즌
3,4,김기태,SK,0.292,27,0,0,30,4,0.360,0.364,0.724,15,0.200,0.227,2003,KBO 정규시즌
4,5,이호준,SK,0.290,69,4,9,80,6,0.564,0.389,0.953,35,0.313,0.500,2003,KBO 정규시즌
5,6,디아즈,SK,0.285,32,1,10,47,11,0.494,0.344,0.838,37,0.215,0.000,2003,KBO 정규시즌
6,7,조경환,SK,0.285,45,0,11,103,10,0.527,0.376,0.903,32,0.314,0.200,2003,KBO 정규시즌
7,8,조원우,SK,0.281,35,1,14,65,7,0.374,0.349,0.723,39,0.316,0.143,2003,KBO 정규시즌
8,9,정경배,SK,0.272,27,0,11,56,3,0.411,0.337,0.748,22,0.279,0.000,2003,KBO 정규시즌
9,10,강성우,SK,0.264,3,0,1,10,3,0.283,0.316,0.599,3,0.143,1.000,2003,KBO 정규시즌
10,11,박경완,SK,0.250,59,2,9,93,8,0.443,0.373,0.816,19,0.265,0.000,2003,KBO 정규시즌
11,11,윤형국,SK,0.250,1,0,0,1,0,0.250,0.400,0.650,0,0.500,0.000,2003,KBO 정규시즌
12,13,안재만,SK,0.247,17,0,3,53,3,0.445,0.319,0.764,11,0.311,0.167,2003,KBO 정규시즌
13,14,채종범,SK,0.242,11,1,6,34,5,0.327,0.292,0.619,11,0.176,0.286,2003,KBO 정규시즌
14,15,양현석,SK,0.226,3,0,0,18,1,0.298,0.247,0.545,4,0.179,0.129,2003,KBO 정규시즌
15,16,김민재,SK,0.211,44,0,4,42,13,0.293,0.299,0.592,16,0.242,0.000,2003,KBO 정규시즌
16,17,정상호,SK,0.211,3,0,0,11,0,0.368,0.268,0.636,2,0.143,0.500,2003,KBO 정규시즌
17,18,최태원,SK,0.208,1,0,1,2,0,0.292,0.269,0.561,0,0.167,0.000,2003,KBO 정규시즌
18,19,송재익,SK,0.187,10,0,3,18,2,0.307,0.307,0.614,3,0.240,0.000,2003,KBO 정규시즌
19,20,조중근,SK,0.100,1,0,0,6,0,0.100,0.143,0.243,1,0.143,0.000,2003,KBO 정규시즌
20,21,김동건,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
21,21,신승현,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
22,21,김형철,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
23,21,박두일,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
24,21,송수근,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
25,21,송은범,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
26,21,윤길현,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
27,21,이대수,SK,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
28,21,조웅천,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,1,장성호,KIA,0.315,84,7,3,52,7,0.532,0.417,0.949,38,0.348,0.000,2003,KBO 정규시즌
1,2,이종범,KIA,0.315,59,5,7,58,8,0.515,0.389,0.904,48,0.337,0.000,2003,KBO 정규시즌
2,3,박재홍,KIA,0.301,60,1,1,84,11,0.510,0.393,0.903,36,0.315,0.000,2003,KBO 정규시즌
3,4,이정상,KIA,0.294,4,0,0,3,2,0.353,0.429,0.782,1,0.400,0.000,2003,KBO 정규시즌
4,5,홍세완,KIA,0.290,45,0,3,54,13,0.483,0.347,0.830,39,0.310,0.000,2003,KBO 정규시즌
5,6,이재주,KIA,0.280,29,0,1,56,3,0.440,0.353,0.793,16,0.297,0.310,2003,KBO 정규시즌
6,7,김상훈,KIA,0.279,30,2,3,69,9,0.388,0.330,0.718,29,0.270,0.333,2003,KBO 정규시즌
7,8,신동주,KIA,0.263,26,1,3,47,5,0.429,0.353,0.782,9,0.269,0.190,2003,KBO 정규시즌
8,9,이현곤,KIA,0.263,25,0,3,41,3,0.349,0.316,0.665,20,0.330,0.500,2003,KBO 정규시즌
9,10,김경진,KIA,0.259,1,0,1,5,0,0.370,0.310,0.680,0,0.333,0.333,2003,KBO 정규시즌
10,11,김경언,KIA,0.258,38,1,3,58,2,0.356,0.337,0.693,18,0.292,0.400,2003,KBO 정규시즌
11,12,김종국,KIA,0.250,53,0,4,67,3,0.343,0.330,0.673,27,0.238,0.000,2003,KBO 정규시즌
12,13,김인철,KIA,0.230,5,0,2,18,1,0.324,0.293,0.617,4,0.000,0.143,2003,KBO 정규시즌
13,14,김지훈,KIA,0.212,1,0,1,15,0,0.394,0.257,0.651,0,0.125,0.667,2003,KBO 정규시즌
14,15,김주호,KIA,0.194,5,0,1,10,2,0.290,0.324,0.614,0,0.143,0.235,2003,KBO 정규시즌
15,16,장정석,KIA,0.188,10,0,1,21,0,0.219,0.271,0.490,2,0.111,0.120,2003,KBO 정규시즌
16,17,허준,KIA,0.186,12,0,1,11,1,0.198,0.290,0.488,1,0.227,0.000,2003,KBO 정규시즌
17,18,황윤성,KIA,0.179,14,0,3,20,2,0.263,0.301,0.564,1,0.233,0.259,2003,KBO 정규시즌
18,19,엄정대,KIA,0.167,1,1,0,2,0,0.167,0.286,0.453,0,0.000,0.000,2003,KBO 정규시즌
19,20,김원섭,KIA,0.154,3,0,1,1,0,0.231,0.353,0.584,0,1.000,0.250,2003,KBO 정규시즌
20,21,최동락,KIA,0.143,1,0,0,7,0,0.143,0.200,0.343,0,0.000,0.000,2003,KBO 정규시즌
21,22,서동욱,KIA,0.140,2,0,1,23,0,0.140,0.191,0.331,1,0.000,0.000,2003,KBO 정규시즌
22,23,조민철,KIA,0.111,0,0,0,2,0,0.111,0.111,0.222,0,0.500,0.000,2003,KBO 정규시즌
23,24,김민철,KIA,0.108,3,0,1,4,0,0.108,0.195,0.303,0,0.125,0.000,2003,KBO 정규시즌
24,25,고우석,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
25,25,리오스,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
26,25,신용운,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
27,25,오봉옥,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
28,25,오우진,KIA,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
29,25,오철민,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,25,유동훈,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
1,25,이강철,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
2,25,임준혁,KIA,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
3,25,정원,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
4,25,존슨,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
5,25,진필중,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
6,25,차일목,KIA,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
0,1,양준혁,삼성,0.329,49,2,6,49,13,0.614,0.395,1.009,48,0.354,0.000,2003,KBO 정규시즌
1,2,박한이,삼성,0.322,63,1,8,55,7,0.458,0.399,0.857,53,0.314,0.000,2003,KBO 정규시즌
2,3,이승엽,삼성,0.301,101,9,10,89,11,0.699,0.428,1.127,41,0.346,0.000,2003,KBO 정규시즌
3,4,김한수,삼성,0.295,29,0,17,57,20,0.454,0.354,0.808,37,0.294,0.000,2003,KBO 정규시즌
4,5,마해영,삼성,0.291,56,3,10,89,22,0.568,0.371,0.939,42,0.344,0.500,2003,KBO 정규시즌
5,6,진갑용,삼성,0.290,36,3,10,34,13,0.490,0.356,0.846,29,0.228,0.600,2003,KBO 정규시즌
6,7,고지행,삼성,0.281,20,0,2,61,8,0.364,0.336,0.700,20,0.259,0.333,2003,KBO 정규시즌
7,8,강동우,삼성,0.266,53,0,5,51,17,0.388,0.349,0.737,32,0.324,0.333,2003,KBO 정규시즌
8,9,브리또,삼성,0.255,31,0,10,58,8,0.463,0.325,0.788,23,0.250,0.000,2003,KBO 정규시즌
9,10,박정환,삼성,0.237,21,0,2,33,6,0.322,0.320,0.642,9,0.212,0.200,2003,KBO 정규시즌
10,11,김종훈,삼성,0.226,3,0,1,14,1,0.333,0.261,0.594,4,0.250,0.286,2003,KBO 정규시즌
11,12,심성보,삼성,0.211,6,1,1,15,0,0.316,0.297,0.613,2,0.200,0.136,2003,KBO 정규시즌
12,13,김재걸,삼성,0.199,10,0,2,35,4,0.255,0.253,0.508,6,0.146,0.286,2003,KBO 정규시즌
13,14,조동찬,삼성,0.174,0,0,0,8,0,0.261,0.167,0.428,0,0.400,0.000,2003,KBO 정규시즌
14,15,현재윤,삼성,0.167,3,0,1,5,0,0.204,0.220,0.424,0,0.167,0.000,2003,KBO 정규시즌
15,16,손주인,삼성,0.111,0,0,0,4,0,0.111,0.111,0.222,0,0.333,0.000,2003,KBO 정규시즌
16,17,강명구,삼성,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
17,17,곽용섭,삼성,0.000,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
18,17,권오준,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
19,17,권혁,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
20,17,김승관,삼성,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
21,17,김진웅,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
22,17,노장진,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
23,17,라이언,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
24,17,라형진,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
25,17,안지만,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
26,17,이정호,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
27,17,이준민,삼성,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
28,17,이태호,삼성,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
29,17,임창용,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,17,장영균,삼성,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
1,17,전병호,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
2,17,정현욱,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,1,마정길,한화,1.000,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,2003,KBO 정규시즌
1,2,김태균,한화,0.319,79,6,9,106,13,0.572,0.424,0.996,41,0.343,0.000,2003,KBO 정규시즌
2,3,이영우,한화,0.297,78,7,8,71,7,0.466,0.399,0.865,42,0.311,0.000,2003,KBO 정규시즌
3,4,임수민,한화,0.275,25,0,1,47,4,0.408,0.338,0.746,17,0.300,0.125,2003,KBO 정규시즌
4,5,이도형,한화,0.266,37,3,4,46,13,0.449,0.337,0.786,23,0.253,0.222,2003,KBO 정규시즌
5,6,메히아,한화,0.259,2,0,1,23,3,0.366,0.274,0.640,6,0.321,0.000,2003,KBO 정규시즌
6,7,황우구,한화,0.259,26,1,1,19,1,0.359,0.360,0.719,11,0.200,0.250,2003,KBO 정규시즌
7,8,김수연,한화,0.253,34,0,2,57,1,0.321,0.330,0.651,19,0.179,0.000,2003,KBO 정규시즌
8,9,송지만,한화,0.253,34,0,8,60,3,0.432,0.351,0.783,17,0.254,0.000,2003,KBO 정규시즌
9,10,조현수,한화,0.247,17,0,11,57,2,0.368,0.325,0.693,12,0.169,0.156,2003,KBO 정규시즌
10,11,장종훈,한화,0.243,21,1,2,56,5,0.379,0.317,0.696,9,0.291,0.280,2003,KBO 정규시즌
11,12,임재철,한화,0.241,29,1,9,64,3,0.385,0.334,0.719,12,0.273,0.273,2003,KBO 정규시즌
12,13,이범호,한화,0.238,47,1,5,63,6,0.406,0.343,0.749,15,0.250,1.000,2003,KBO 정규시즌
13,14,김종석,한화,0.237,28,2,1,36,6,0.336,0.359,0.695,9,0.208,0.172,2003,KBO 정규시즌
14,15,백재호,한화,0.228,27,0,2,30,6,0.333,0.338,0.671,9,0.283,0.400,2003,KBO 정규시즌
15,16,조윤채,한화,0.221,13,0,5,21,1,0.250,0.379,0.629,0,0.091,0.278,2003,KBO 정규시즌
16,17,심광호,한화,0.210,7,0,3,18,0,0.403,0.319,0.722,1,0.059,0.000,2003,KBO 정규시즌
17,18,한상훈,한화,0.196,17,0,2,59,6,0.248,0.249,0.497,15,0.162,0.000,2003,KBO 정규시즌
18,19,조정권,한화,0.188,1,0,0,1,1,0.188,0.235,0.423,0,0.250,0.250,2003,KBO 정규시즌
19,20,조경택,한화,0.186,8,0,0,9,3,0.203,0.279,0.482,2,0.143,0.000,2003,KBO 정규시즌
20,21,강석천,한화,0.167,1,0,0,5,1,0.278,0.211,0.489,1,0.286,0.000,2003,KBO 정규시즌
21,21,김승권,한화,0.167,3,0,1,11,0,0.204,0.224,0.428,2,0.214,0.333,2003,KBO 정규시즌
22,23,채상병,한화,0.148,6,0,0,9,2,0.148,0.303,0.451,0,0.333,0.000,2003,KBO 정규시즌
23,24,정성열,한화,0.111,0,0,1,4,1,0.111,0.200,0.311,0,0.000,0.000,2003,KBO 정규시즌
24,25,신민기,한화,0.095,0,0,0,7,0,0.095,0.095,0.190,0,0.200,0.143,2003,KBO 정규시즌
25,26,기론,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
26,26,김무성,한화,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
27,26,김홍집,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
28,26,맹진국,한화,0.000,1,0,0,2,0,0.000,0.125,0.125,0,0.000,0.000,2003,KBO 정규시즌
29,26,박정진,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,26,송진우,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
1,26,송혁,한화,0.000,1,0,0,2,1,0.000,0.167,0.167,0,0.000,0.000,2003,KBO 정규시즌
2,26,안영명,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
3,26,이상목,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
4,26,이양기,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
5,26,조규수,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
6,26,피코타,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
7,26,한용덕,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
0,1,김광희,LG,0.444,2,0,0,2,1,0.778,0.545,1.323,0,0.500,0.500,2003,KBO 정규시즌
1,2,서승화,LG,0.375,0,0,0,4,0,0.625,0.375,1.000,0,0.250,0.286,2003,KBO 정규시즌
2,3,김정민,LG,0.333,0,0,0,0,0,0.444,0.333,0.777,0,0.333,0.333,2003,KBO 정규시즌
3,4,김재현,LG,0.308,17,1,4,25,5,0.490,0.392,0.882,10,0.196,0.250,2003,KBO 정규시즌
4,5,알칸트라,LG,0.281,29,3,1,64,8,0.500,0.345,0.845,22,0.320,0.000,2003,KBO 정규시즌
5,6,이병규,LG,0.279,21,4,1,23,0,0.461,0.365,0.826,11,0.280,0.000,2003,KBO 정규시즌
6,7,마르티네스,LG,0.273,53,1,8,67,3,0.447,0.350,0.797,31,0.242,0.000,2003,KBO 정규시즌
7,8,박경수,LG,0.273,17,0,4,38,1,0.372,0.351,0.723,12,0.283,0.250,2003,KBO 정규시즌
8,9,김상현,LG,0.269,16,0,7,50,1,0.445,0.346,0.791,11,0.237,0.333,2003,KBO 정규시즌
9,10,최동수,LG,0.259,24,0,0,39,6,0.340,0.331,0.671,11,0.208,0.240,2003,KBO 정규시즌
10,11,박용택,LG,0.257,40,2,9,83,7,0.391,0.321,0.712,31,0.268,0.250,2003,KBO 정규시즌
11,12,조인성,LG,0.257,15,0,8,67,17,0.446,0.292,0.738,26,0.257,0.000,2003,KBO 정규시즌
12,13,안상준,LG,0.248,18,0,1,33,6,0.332,0.308,0.640,14,0.255,0.000,2003,KBO 정규시즌
13,14,김용우,LG,0.247,9,0,2,20,1,0.329,0.345,0.674,3,0.233,0.227,2003,KBO 정규시즌
14,15,이대형,LG,0.245,2,0,0,12,0,0.358,0.273,0.631,3,0.333,0.125,2003,KBO 정규시즌
15,16,홍현우,LG,0.238,37,0,4,61,9,0.395,0.332,0.727,18,0.179,0.250,2003,KBO 정규시즌
16,17,류지현,LG,0.234,31,0,5,44,7,0.263,0.306,0.569,17,0.167,0.500,2003,KBO 정규시즌
17,18,이종열,LG,0.233,29,0,5,24,6,0.317,0.320,0.637,15,0.163,0.143,2003,KBO 정규시즌
18,19,쿡슨,LG,0.214,14,0,2,19,3,0.300,0.360,0.660,3,0.077,0.000,2003,KBO 정규시즌
19,20,최만호,LG,0.198,2,0,1,17,1,0.284,0.226,0.510,2,0.167,0.333,2003,KBO 정규시즌
20,21,손지환,LG,0.189,6,0,2,10,1,0.203,0.265,0.468,5,0.059,0.000,2003,KBO 정규시즌
21,22,장재중,LG,0.179,3,0,0,8,2,0.268,0.217,0.485,1,0.231,0.200,2003,KBO 정규시즌
22,23,권용관,LG,0.176,12,0,5,52,2,0.249,0.237,0.486,5,0.133,0.000,2003,KBO 정규시즌
23,24,안치용,LG,0.119,4,0,0,12,0,0.167,0.196,0.363,1,0.286,0.000,2003,KBO 정규시즌
24,25,허문회,LG,0.091,2,0,0,6,1,0.091,0.167,0.258,0,0.222,0.118,2003,KBO 정규시즌
25,26,경헌호,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
26,26,김광삼,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
27,26,김세중,LG,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
28,26,김우석,LG,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
29,26,김재학,LG,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2003,KBO 정규시즌
0,26,김진유,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
1,26,박만채,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
2,26,박용진,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
3,26,성영재,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2003,KBO 정규시즌
