,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,년도,경기타입
29,25,배제성,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,25,심재민,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
1,25,양승혁,KT,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
2,25,이상우,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
3,25,이정현,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
4,25,조대현,KT,0.000,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
5,25,주권,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
6,25,지명성,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,1,권혁경,KIA,0.500,0,0,0,0,0,0.500,0.500,1.000,0,0.500,0.000,2022,KBO 정규시즌
1,2,김선우,KIA,0.333,0,0,1,0,0,0.333,0.500,0.833,0,0.000,0.000,2022,KBO 정규시즌
2,2,박정우,KIA,0.333,0,0,0,1,0,0.333,0.333,0.666,0,0.500,0.000,2022,KBO 정규시즌
3,4,나성범,KIA,0.320,64,6,17,137,7,0.508,0.402,0.910,54,0.316,0.000,2022,KBO 정규시즌
4,5,소크라테스,KIA,0.311,34,4,2,81,11,0.494,0.354,0.848,47,0.296,0.000,2022,KBO 정규시즌
5,6,이창진,KIA,0.301,41,0,2,63,7,0.402,0.374,0.776,30,0.290,0.333,2022,KBO 정규시즌
6,7,이우성,KIA,0.292,12,0,1,20,5,0.375,0.361,0.736,7,0.258,0.333,2022,KBO 정규시즌
7,8,김선빈,KIA,0.287,65,0,6,47,14,0.350,0.373,0.723,40,0.265,0.333,2022,KBO 정규시즌
8,9,고종욱,KIA,0.283,7,0,0,21,2,0.425,0.327,0.752,6,0.296,0.297,2022,KBO 정규시즌
9,10,류지혁,KIA,0.274,56,0,6,83,6,0.346,0.369,0.715,28,0.305,0.286,2022,KBO 정규시즌
10,11,김호령,KIA,0.273,7,0,0,22,4,0.351,0.333,0.684,5,0.222,0.250,2022,KBO 정규시즌
11,12,박찬호,KIA,0.272,57,0,1,67,9,0.341,0.344,0.685,34,0.277,0.000,2022,KBO 정규시즌
12,13,최형우,KIA,0.264,73,5,1,92,9,0.421,0.366,0.787,33,0.282,0.286,2022,KBO 정규시즌
13,14,황대인,KIA,0.256,36,2,7,92,20,0.401,0.315,0.716,34,0.296,0.000,2022,KBO 정규시즌
14,15,박동원,KIA,0.242,45,4,9,95,9,0.436,0.334,0.770,21,0.234,0.077,2022,KBO 정규시즌
15,16,김도영,KIA,0.237,22,0,3,62,3,0.362,0.312,0.674,12,0.259,0.222,2022,KBO 정규시즌
16,17,김규성,KIA,0.180,1,0,0,12,0,0.280,0.196,0.476,0,0.077,0.000,2022,KBO 정규시즌
17,18,한승택,KIA,0.176,9,0,3,30,2,0.225,0.261,0.486,3,0.160,0.250,2022,KBO 정규시즌
18,19,김석환,KIA,0.149,10,0,3,32,1,0.266,0.252,0.518,3,0.125,0.071,2022,KBO 정규시즌
19,20,최정용,KIA,0.091,0,0,0,6,0,0.091,0.091,0.182,0,0.000,0.250,2022,KBO 정규시즌
20,21,임석진,KIA,0.071,2,0,1,9,1,0.286,0.235,0.521,0,0.000,1.000,2022,KBO 정규시즌
21,22,김재열,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
22,22,나지완,KIA,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
23,22,류승현,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
24,22,박민,KIA,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
25,22,신범수,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
26,22,이정훈,KIA,0.000,2,0,0,3,0,0.000,0.200,0.200,0,0.000,0.000,2022,KBO 정규시즌
0,1,박건우,NC,0.336,44,1,8,62,10,0.458,0.408,0.866,40,0.317,0.000,2022,KBO 정규시즌
1,2,최승민,NC,0.324,0,0,0,7,1,0.324,0.324,0.648,1,0.154,0.000,2022,KBO 정규시즌
2,3,마티니,NC,0.296,51,5,8,86,8,0.461,0.365,0.826,42,0.306,1.000,2022,KBO 정규시즌
3,4,양의지,NC,0.283,60,6,13,48,16,0.480,0.380,0.860,28,0.350,0.667,2022,KBO 정규시즌
4,5,노진혁,NC,0.280,45,3,2,105,11,0.455,0.353,0.808,26,0.295,0.000,2022,KBO 정규시즌
5,6,손아섭,NC,0.277,59,2,3,76,9,0.367,0.347,0.714,45,0.300,0.000,2022,KBO 정규시즌
6,7,전민수,NC,0.275,1,0,0,14,0,0.325,0.293,0.618,2,0.200,0.500,2022,KBO 정규시즌
7,8,박민우,NC,0.267,42,5,10,55,7,0.359,0.351,0.710,28,0.264,0.000,2022,KBO 정규시즌
8,9,이명기,NC,0.260,30,0,3,56,8,0.317,0.331,0.648,20,0.253,0.167,2022,KBO 정규시즌
9,10,오영수,NC,0.238,22,0,3,58,4,0.359,0.309,0.668,12,0.300,0.300,2022,KBO 정규시즌
10,11,권희동,NC,0.227,31,1,8,44,3,0.319,0.335,0.654,13,0.218,0.000,2022,KBO 정규시즌
11,12,김주원,NC,0.223,30,1,14,89,4,0.388,0.331,0.719,13,0.293,0.333,2022,KBO 정규시즌
12,13,김기환,NC,0.221,13,0,2,38,0,0.283,0.310,0.593,4,0.241,0.000,2022,KBO 정규시즌
13,14,박준영,NC,0.216,27,0,1,54,6,0.322,0.308,0.630,11,0.179,0.000,2022,KBO 정규시즌
14,15,도태훈,NC,0.216,13,0,1,23,5,0.309,0.282,0.591,6,0.086,0.167,2022,KBO 정규시즌
15,16,윤형준,NC,0.209,1,0,1,21,1,0.269,0.232,0.501,2,0.333,0.267,2022,KBO 정규시즌
16,17,서호철,NC,0.205,12,0,4,41,6,0.277,0.265,0.542,9,0.137,0.143,2022,KBO 정규시즌
17,18,이재용,NC,0.200,1,0,0,2,1,0.800,0.333,1.133,0,1.000,0.000,2022,KBO 정규시즌
18,19,정진기,NC,0.189,6,0,0,19,1,0.283,0.271,0.554,0,0.231,0.273,2022,KBO 정규시즌
19,20,박대온,NC,0.181,0,0,2,37,4,0.236,0.192,0.428,5,0.194,0.000,2022,KBO 정규시즌
20,21,박석민,NC,0.149,9,0,1,8,3,0.191,0.298,0.489,2,0.000,0.000,2022,KBO 정규시즌
21,22,정범모,NC,0.143,0,0,0,1,0,0.143,0.143,0.286,0,0.500,0.000,2022,KBO 정규시즌
22,22,천재환,NC,0.143,0,0,1,11,1,0.257,0.167,0.424,0,0.000,0.286,2022,KBO 정규시즌
23,24,김응민,NC,0.134,3,0,2,12,3,0.194,0.192,0.386,1,0.105,0.000,2022,KBO 정규시즌
24,25,김수윤,NC,0.118,1,0,0,7,0,0.353,0.167,0.520,0,0.333,0.000,2022,KBO 정규시즌
25,26,김한별,NC,0.095,0,0,0,6,0,0.095,0.095,0.190,0,0.000,0.000,2022,KBO 정규시즌
26,27,김진호,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
27,27,김태경,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
28,27,류진욱,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
29,27,오태양,NC,0.000,0,0,1,1,0,0.000,0.250,0.250,0,0.000,0.000,2022,KBO 정규시즌
0,1,박건우,NC,0.336,44,1,8,62,10,0.458,0.408,0.866,40,0.317,0.000,2022,KBO 정규시즌
1,2,최승민,NC,0.324,0,0,0,7,1,0.324,0.324,0.648,1,0.154,0.000,2022,KBO 정규시즌
2,3,마티니,NC,0.296,51,5,8,86,8,0.461,0.365,0.826,42,0.306,1.000,2022,KBO 정규시즌
3,4,양의지,NC,0.283,60,6,13,48,16,0.480,0.380,0.860,28,0.350,0.667,2022,KBO 정규시즌
4,5,노진혁,NC,0.280,45,3,2,105,11,0.455,0.353,0.808,26,0.295,0.000,2022,KBO 정규시즌
5,6,손아섭,NC,0.277,59,2,3,76,9,0.367,0.347,0.714,45,0.300,0.000,2022,KBO 정규시즌
6,7,전민수,NC,0.275,1,0,0,14,0,0.325,0.293,0.618,2,0.200,0.500,2022,KBO 정규시즌
7,8,박민우,NC,0.267,42,5,10,55,7,0.359,0.351,0.710,28,0.264,0.000,2022,KBO 정규시즌
8,9,이명기,NC,0.260,30,0,3,56,8,0.317,0.331,0.648,20,0.253,0.167,2022,KBO 정규시즌
9,10,오영수,NC,0.238,22,0,3,58,4,0.359,0.309,0.668,12,0.300,0.300,2022,KBO 정규시즌
10,11,권희동,NC,0.227,31,1,8,44,3,0.319,0.335,0.654,13,0.218,0.000,2022,KBO 정규시즌
11,12,김주원,NC,0.223,30,1,14,89,4,0.388,0.331,0.719,13,0.293,0.333,2022,KBO 정규시즌
12,13,김기환,NC,0.221,13,0,2,38,0,0.283,0.310,0.593,4,0.241,0.000,2022,KBO 정규시즌
13,14,박준영,NC,0.216,27,0,1,54,6,0.322,0.308,0.630,11,0.179,0.000,2022,KBO 정규시즌
14,15,도태훈,NC,0.216,13,0,1,23,5,0.309,0.282,0.591,6,0.086,0.167,2022,KBO 정규시즌
15,16,윤형준,NC,0.209,1,0,1,21,1,0.269,0.232,0.501,2,0.333,0.267,2022,KBO 정규시즌
16,17,서호철,NC,0.205,12,0,4,41,6,0.277,0.265,0.542,9,0.137,0.143,2022,KBO 정규시즌
17,18,이재용,NC,0.200,1,0,0,2,1,0.800,0.333,1.133,0,1.000,0.000,2022,KBO 정규시즌
18,19,정진기,NC,0.189,6,0,0,19,1,0.283,0.271,0.554,0,0.231,0.273,2022,KBO 정규시즌
19,20,박대온,NC,0.181,0,0,2,37,4,0.236,0.192,0.428,5,0.194,0.000,2022,KBO 정규시즌
20,21,박석민,NC,0.149,9,0,1,8,3,0.191,0.298,0.489,2,0.000,0.000,2022,KBO 정규시즌
21,22,정범모,NC,0.143,0,0,0,1,0,0.143,0.143,0.286,0,0.500,0.000,2022,KBO 정규시즌
22,22,천재환,NC,0.143,0,0,1,11,1,0.257,0.167,0.424,0,0.000,0.286,2022,KBO 정규시즌
23,24,김응민,NC,0.134,3,0,2,12,3,0.194,0.192,0.386,1,0.105,0.000,2022,KBO 정규시즌
24,25,김수윤,NC,0.118,1,0,0,7,0,0.353,0.167,0.520,0,0.333,0.000,2022,KBO 정규시즌
25,26,김한별,NC,0.095,0,0,0,6,0,0.095,0.095,0.190,0,0.000,0.000,2022,KBO 정규시즌
26,27,김진호,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
27,27,김태경,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
28,27,류진욱,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
29,27,오태양,NC,0.000,0,0,1,1,0,0.000,0.250,0.250,0,0.000,0.000,2022,KBO 정규시즌
0,1,이병헌,삼성,0.750,0,0,0,1,0,1.000,0.750,1.750,1,0.500,0.000,2022,KBO 정규시즌
1,2,피렐라,삼성,0.342,55,12,12,81,19,0.565,0.411,0.976,57,0.375,0.000,2022,KBO 정규시즌
2,3,김재성,삼성,0.335,18,0,2,40,4,0.453,0.402,0.855,14,0.311,0.286,2022,KBO 정규시즌
3,4,강한울,삼성,0.323,20,0,0,48,2,0.398,0.375,0.773,19,0.257,0.250,2022,KBO 정규시즌
4,5,조민성,삼성,0.308,2,0,1,7,0,0.538,0.438,0.976,0,0.250,0.333,2022,KBO 정규시즌
5,6,김태군,삼성,0.298,17,0,4,34,15,0.380,0.358,0.738,8,0.310,0.435,2022,KBO 정규시즌
6,7,구자욱,삼성,0.293,27,2,3,84,7,0.401,0.340,0.741,32,0.248,0.000,2022,KBO 정규시즌
7,8,김지찬,삼성,0.280,45,0,2,64,2,0.332,0.361,0.693,24,0.262,0.286,2022,KBO 정규시즌
8,9,오선진,삼성,0.276,18,0,3,51,5,0.340,0.328,0.668,13,0.288,0.200,2022,KBO 정규시즌
9,10,김현준,삼성,0.275,45,0,6,80,1,0.350,0.365,0.715,23,0.278,0.333,2022,KBO 정규시즌
10,11,오재일,삼성,0.268,57,8,2,133,7,0.491,0.345,0.836,31,0.304,0.333,2022,KBO 정규시즌
11,12,이원석,삼성,0.267,33,2,5,70,7,0.417,0.346,0.763,18,0.368,0.500,2022,KBO 정규시즌
12,13,강민호,삼성,0.258,41,4,3,58,21,0.409,0.330,0.739,19,0.287,0.400,2022,KBO 정규시즌
13,14,김상수,삼성,0.251,18,0,1,44,6,0.323,0.305,0.628,14,0.300,0.400,2022,KBO 정규시즌
14,15,김동진,삼성,0.250,0,0,0,2,0,0.500,0.250,0.750,0,0.000,0.000,2022,KBO 정규시즌
15,16,김재혁,삼성,0.242,4,0,1,9,0,0.273,0.333,0.606,1,0.250,0.250,2022,KBO 정규시즌
16,17,이재현,삼성,0.235,5,0,1,44,6,0.343,0.254,0.597,13,0.250,0.000,2022,KBO 정규시즌
17,18,이해승,삼성,0.232,1,0,0,29,1,0.263,0.240,0.503,6,0.286,0.000,2022,KBO 정규시즌
18,19,김동엽,삼성,0.221,4,0,0,22,1,0.337,0.250,0.587,4,0.133,0.250,2022,KBO 정규시즌
19,20,박승규,삼성,0.216,3,0,0,15,0,0.243,0.244,0.487,2,0.211,0.250,2022,KBO 정규시즌
20,21,김헌곤,삼성,0.192,9,0,1,22,10,0.241,0.224,0.465,12,0.184,0.250,2022,KBO 정규시즌
21,22,김성윤,삼성,0.190,5,0,1,10,0,0.333,0.292,0.625,0,0.125,0.250,2022,KBO 정규시즌
22,23,최영진,삼성,0.188,8,0,2,20,2,0.313,0.278,0.591,3,0.182,0.250,2022,KBO 정규시즌
23,24,이태훈,삼성,0.176,1,0,0,6,0,0.176,0.222,0.398,1,0.000,0.167,2022,KBO 정규시즌
24,25,공민규,삼성,0.158,1,0,1,10,0,0.158,0.227,0.385,0,0.167,0.000,2022,KBO 정규시즌
25,26,안주형,삼성,0.150,1,0,0,6,0,0.150,0.182,0.332,0,0.125,1.000,2022,KBO 정규시즌
26,27,김호재,삼성,0.143,1,0,0,9,1,0.179,0.172,0.351,0,0.143,0.000,2022,KBO 정규시즌
27,28,송준석,삼성,0.138,1,0,1,5,1,0.138,0.194,0.332,0,0.143,0.000,2022,KBO 정규시즌
28,29,김영웅,삼성,0.133,0,0,0,7,0,0.333,0.133,0.466,0,0.000,0.000,2022,KBO 정규시즌
29,30,김성표,삼성,0.118,1,0,0,5,0,0.118,0.167,0.285,0,0.000,0.000,2022,KBO 정규시즌
0,31,이성규,삼성,0.074,5,0,2,8,1,0.074,0.265,0.339,0,0.143,0.500,2022,KBO 정규시즌
1,32,김서준,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
2,32,박주혁,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
3,32,오승환,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
4,32,우규민,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
5,32,윤정빈,삼성,0.000,0,0,0,5,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
6,32,이상민,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
7,32,홍정우,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,1,이대호,롯데,0.331,43,7,2,56,26,0.502,0.379,0.881,53,0.318,0.200,2022,KBO 정규시즌
1,2,렉스,롯데,0.330,26,2,5,44,4,0.495,0.410,0.905,24,0.449,0.000,2022,KBO 정규시즌
2,3,고승민,롯데,0.316,25,0,0,47,6,0.453,0.381,0.834,17,0.328,0.455,2022,KBO 정규시즌
3,4,한동희,롯데,0.307,33,2,6,64,15,0.458,0.359,0.817,41,0.278,0.444,2022,KBO 정규시즌
4,5,전준우,롯데,0.304,35,1,3,73,14,0.445,0.350,0.795,45,0.285,0.250,2022,KBO 정규시즌
5,6,황성빈,롯데,0.294,22,0,2,55,2,0.366,0.341,0.707,22,0.241,0.250,2022,KBO 정규시즌
6,7,안치홍,롯데,0.284,51,4,5,52,13,0.436,0.354,0.790,38,0.222,0.333,2022,KBO 정규시즌
7,8,김민수,롯데,0.257,9,0,4,48,2,0.300,0.320,0.620,7,0.333,0.500,2022,KBO 정규시즌
8,9,정훈,롯데,0.245,32,0,2,66,6,0.303,0.317,0.620,18,0.235,0.231,2022,KBO 정규시즌
9,10,이호연,롯데,0.244,11,1,2,38,5,0.332,0.289,0.621,11,0.222,0.167,2022,KBO 정규시즌
10,11,신윤후,롯데,0.235,4,0,1,15,0,0.441,0.288,0.729,2,0.176,0.400,2022,KBO 정규시즌
11,12,피터스,롯데,0.228,26,1,8,77,5,0.402,0.299,0.701,18,0.215,0.000,2022,KBO 정규시즌
12,13,박승욱,롯데,0.227,16,0,2,69,1,0.298,0.292,0.590,11,0.255,0.000,2022,KBO 정규시즌
13,14,추재현,롯데,0.224,7,0,1,17,1,0.293,0.318,0.611,1,0.250,0.250,2022,KBO 정규시즌
14,15,지시완,롯데,0.213,20,1,2,55,7,0.305,0.299,0.604,6,0.227,0.313,2022,KBO 정규시즌
15,16,이학주,롯데,0.207,16,0,2,54,3,0.302,0.263,0.565,9,0.190,0.000,2022,KBO 정규시즌
16,17,정보근,롯데,0.191,14,0,2,55,4,0.216,0.250,0.466,6,0.208,0.000,2022,KBO 정규시즌
17,18,조세진,롯데,0.186,1,0,0,25,4,0.221,0.195,0.416,4,0.222,0.125,2022,KBO 정규시즌
18,19,장두성,롯데,0.174,5,0,0,11,0,0.174,0.321,0.495,0,0.000,0.000,2022,KBO 정규시즌
19,20,안중열,롯데,0.155,11,0,2,19,2,0.239,0.286,0.525,2,0.000,0.167,2022,KBO 정규시즌
20,21,윤동희,롯데,0.154,0,0,0,2,1,0.231,0.154,0.385,1,0.000,0.000,2022,KBO 정규시즌
21,22,한태양,롯데,0.148,5,0,2,24,1,0.164,0.235,0.399,1,0.273,0.000,2022,KBO 정규시즌
22,23,김민수,롯데,0.143,0,0,0,4,0,0.143,0.143,0.286,0,0.333,0.000,2022,KBO 정규시즌
23,24,배성근,롯데,0.128,2,0,0,12,3,0.154,0.171,0.325,1,0.167,0.000,2022,KBO 정규시즌
24,25,강태율,롯데,0.094,2,0,1,9,2,0.125,0.171,0.296,0,0.100,0.000,2022,KBO 정규시즌
25,26,강로한,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
26,26,강윤구,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
27,26,구승민,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
28,26,김세민,롯데,0.000,1,0,0,0,0,0.000,0.500,0.500,0,0.000,0.000,2022,KBO 정규시즌
29,26,김원중,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,26,김재유,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
1,26,문경찬,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,1,김태근,두산,0.500,1,0,1,1,0,0.750,0.667,1.417,0,1.000,0.000,2022,KBO 정규시즌
1,2,강현구,두산,0.333,1,0,1,0,0,0.333,0.600,0.933,0,0.000,0.000,2022,KBO 정규시즌
2,2,안승한,두산,0.333,2,0,0,12,0,0.417,0.368,0.785,2,0.385,1.000,2022,KBO 정규시즌
3,4,페르난데스,두산,0.309,35,0,2,45,34,0.400,0.353,0.753,43,0.343,0.500,2022,KBO 정규시즌
4,5,안권수,두산,0.297,26,0,1,40,6,0.343,0.368,0.711,19,0.320,0.000,2022,KBO 정규시즌
5,6,허경민,두산,0.289,36,3,16,40,12,0.398,0.360,0.758,33,0.317,0.000,2022,KBO 정규시즌
6,7,전민재,두산,0.289,0,0,0,12,3,0.311,0.289,0.600,1,0.000,0.000,2022,KBO 정규시즌
7,8,김민혁,두산,0.284,7,0,2,25,6,0.477,0.351,0.828,5,0.320,0.294,2022,KBO 정규시즌
8,9,강승호,두산,0.264,29,0,3,100,8,0.399,0.310,0.709,34,0.299,0.250,2022,KBO 정규시즌
9,10,정수빈,두산,0.259,39,1,1,56,2,0.331,0.323,0.654,29,0.237,0.000,2022,KBO 정규시즌
10,11,송승환,두산,0.250,0,0,0,7,0,0.393,0.250,0.643,1,0.182,0.667,2022,KBO 정규시즌
11,12,박세혁,두산,0.248,33,1,6,71,4,0.316,0.320,0.636,18,0.354,0.200,2022,KBO 정규시즌
12,13,김재환,두산,0.248,61,4,4,133,5,0.460,0.340,0.800,22,0.271,0.333,2022,KBO 정규시즌
13,14,김인태,두산,0.247,41,1,3,47,6,0.336,0.366,0.702,11,0.246,0.250,2022,KBO 정규시즌
14,15,양석환,두산,0.244,32,3,7,101,3,0.432,0.309,0.741,23,0.245,0.000,2022,KBO 정규시즌
15,16,양찬열,두산,0.244,11,0,0,23,2,0.402,0.333,0.735,3,0.238,0.500,2022,KBO 정규시즌
16,17,이유찬,두산,0.241,0,0,0,12,0,0.345,0.233,0.578,2,0.000,0.000,2022,KBO 정규시즌
17,18,김대한,두산,0.240,5,0,6,27,0,0.448,0.315,0.763,2,0.222,0.500,2022,KBO 정규시즌
18,19,박유연,두산,0.235,1,0,1,5,1,0.235,0.316,0.551,0,0.250,0.333,2022,KBO 정규시즌
19,19,조수행,두산,0.235,10,0,1,31,4,0.311,0.295,0.606,3,0.219,0.000,2022,KBO 정규시즌
20,21,박계범,두산,0.221,12,1,3,40,1,0.317,0.290,0.607,3,0.156,0.000,2022,KBO 정규시즌
21,22,김재호,두산,0.215,28,0,2,33,5,0.260,0.304,0.564,8,0.149,0.200,2022,KBO 정규시즌
22,23,안재석,두산,0.213,19,1,4,71,5,0.294,0.281,0.575,8,0.217,0.500,2022,KBO 정규시즌
23,24,장승현,두산,0.208,5,0,4,27,2,0.240,0.274,0.514,4,0.241,0.000,2022,KBO 정규시즌
24,25,오재원,두산,0.172,1,0,0,9,1,0.241,0.194,0.435,0,0.111,0.000,2022,KBO 정규시즌
25,26,홍성호,두산,0.167,1,0,0,7,1,0.167,0.211,0.378,1,0.000,0.000,2022,KBO 정규시즌
26,27,강진성,두산,0.163,11,1,2,20,2,0.225,0.280,0.505,2,0.217,0.273,2022,KBO 정규시즌
27,28,서예일,두산,0.160,1,0,0,6,1,0.200,0.192,0.392,0,0.167,0.000,2022,KBO 정규시즌
28,29,신성현,두산,0.087,2,0,0,5,2,0.217,0.160,0.377,0,0.125,0.000,2022,KBO 정규시즌
29,30,권민석,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2022,KBO 정규시즌
0,30,김강률,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
1,30,김동주,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
2,30,김명신,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
3,30,김지용,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
4,30,박신지,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
5,30,박정수,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
6,30,윤명준,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
7,30,이승진,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
8,30,임창민,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
9,30,장원준,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
10,30,정철원,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
11,30,최용제,두산,-,0,0,1,0,0,-,1.000,1.000,0,0.000,0.000,2022,KBO 정규시즌
12,30,홍건희,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2022,KBO 정규시즌
0,1,유상빈,한화,0.326,0,0,0,11,0,0.435,0.319,0.754,5,0.182,0.667,2022,KBO 정규시즌
1,2,터크먼,한화,0.289,64,5,7,104,12,0.430,0.366,0.796,47,0.216,0.000,2022,KBO 정규시즌
2,3,노시환,한화,0.281,48,1,4,95,13,0.382,0.355,0.737,33,0.322,1.000,2022,KBO 정규시즌
3,4,정은원,한화,0.274,85,0,1,109,10,0.368,0.377,0.745,37,0.254,0.333,2022,KBO 정규시즌
4,5,변우혁,한화,0.262,0,0,0,21,3,0.459,0.262,0.721,4,0.176,0.333,2022,KBO 정규시즌
5,6,김인환,한화,0.261,24,2,3,111,4,0.417,0.305,0.722,26,0.203,0.273,2022,KBO 정규시즌
6,7,하주석,한화,0.258,31,1,3,126,4,0.342,0.309,0.651,29,0.255,0.750,2022,KBO 정규시즌
7,8,박정현,한화,0.244,12,0,1,56,2,0.317,0.289,0.606,12,0.276,0.222,2022,KBO 정규시즌
8,9,김태연,한화,0.240,48,1,5,106,9,0.337,0.325,0.662,25,0.239,0.000,2022,KBO 정규시즌
9,10,장운호,한화,0.238,17,1,3,24,2,0.287,0.340,0.627,7,0.244,0.167,2022,KBO 정규시즌
10,11,장진혁,한화,0.233,12,0,0,28,1,0.302,0.298,0.600,6,0.209,0.000,2022,KBO 정규시즌
11,12,노수광,한화,0.229,32,1,1,107,2,0.362,0.299,0.661,19,0.258,0.231,2022,KBO 정규시즌
12,13,권광민,한화,0.225,13,0,1,30,0,0.296,0.345,0.641,1,0.263,0.000,2022,KBO 정규시즌
13,14,박상언,한화,0.224,11,0,0,28,2,0.366,0.281,0.647,6,0.244,0.500,2022,KBO 정규시즌
14,15,최재훈,한화,0.223,44,0,21,65,17,0.302,0.339,0.641,19,0.263,0.500,2022,KBO 정규시즌
15,16,허관회,한화,0.217,1,0,0,7,2,0.304,0.250,0.554,0,0.000,0.250,2022,KBO 정규시즌
16,17,백용환,한화,0.200,0,0,0,1,0,0.400,0.200,0.600,0,0.000,0.000,2022,KBO 정규시즌
17,17,이진영,한화,0.200,17,0,0,90,4,0.373,0.254,0.627,11,0.222,0.375,2022,KBO 정규시즌
18,19,이성곤,한화,0.192,17,0,0,32,0,0.242,0.308,0.550,3,0.091,0.125,2022,KBO 정규시즌
19,20,임종찬,한화,0.189,3,1,0,23,1,0.321,0.228,0.549,2,0.222,0.000,2022,KBO 정규시즌
20,21,허인서,한화,0.167,1,0,0,8,0,0.167,0.211,0.378,0,0.000,0.000,2022,KBO 정규시즌
21,22,이도윤,한화,0.159,8,0,0,30,1,0.248,0.213,0.461,2,0.208,0.100,2022,KBO 정규시즌
22,23,유로결,한화,0.133,4,0,1,9,1,0.133,0.200,0.333,1,0.235,0.000,2022,KBO 정규시즌
23,24,정민규,한화,0.130,0,0,1,11,0,0.130,0.167,0.297,0,0.000,0.000,2022,KBO 정규시즌
24,25,이원석,한화,0.114,3,0,0,18,1,0.200,0.184,0.384,0,0.000,0.000,2022,KBO 정규시즌
25,26,원혁재,한화,0.095,2,0,0,12,0,0.143,0.174,0.317,0,0.200,0.000,2022,KBO 정규시즌
