,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,년도,경기타입
8,9,최익성,삼성,0.100,3,14,10,1,1,0,0,1,0,0,1,0,3,0,0,1997,KBO 준플레이오프
9,10,김상엽,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1997,KBO 준플레이오프
10,10,김종훈,삼성,0.000,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1997,KBO 준플레이오프
11,10,김진삼,삼성,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,KBO 준플레이오프
12,10,김태균,삼성,0.000,3,9,9,0,0,0,0,1,0,0,0,0,3,0,0,1997,KBO 준플레이오프
13,10,이만수,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1997,KBO 준플레이오프
14,10,전병호,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,KBO 준플레이오프
15,10,황성관,삼성,-,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,KBO 준플레이오프
0,1,양준혁,삼성,0.467,5,20,15,7,1,0,0,2,0,2,5,0,3,0,1,1997,KBO 플레이오프
1,2,최익성,삼성,0.381,5,22,21,8,1,0,3,4,1,0,0,1,1,0,0,1997,KBO 플레이오프
2,3,황성관,삼성,0.333,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1997,KBO 플레이오프
3,4,김종훈,삼성,0.267,5,16,15,4,0,0,0,1,0,0,0,0,2,0,0,1997,KBO 플레이오프
4,5,김한수,삼성,0.263,5,19,19,5,1,0,1,7,1,0,0,0,4,0,1,1997,KBO 플레이오프
5,6,이만수,삼성,0.25,4,5,4,1,0,0,1,1,0,0,0,1,0,0,0,1997,KBO 플레이오프
6,7,양용모,삼성,0.222,4,9,9,2,0,0,0,0,1,1,0,0,1,0,0,1997,KBO 플레이오프
7,8,정경배,삼성,0.214,5,17,14,3,0,0,0,1,0,1,0,1,4,0,0,1997,KBO 플레이오프
8,9,이승엽,삼성,0.211,5,19,19,4,1,0,1,2,0,0,0,0,6,0,0,1997,KBO 플레이오프
9,10,류중일,삼성,0.2,5,20,15,3,0,0,1,1,2,0,2,1,2,1,1,1997,KBO 플레이오프
10,11,신동주,삼성,0.176,5,20,17,3,1,0,1,3,1,1,1,0,5,0,0,1997,KBO 플레이오프
11,12,김영진,삼성,0.0,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1997,KBO 플레이오프
12,12,김태균,삼성,0.0,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1997,KBO 플레이오프
13,12,박현영,삼성,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1997,KBO 플레이오프
0,1,강신창,OB,0.5,6,4,4,2,0,0,0,1,0,1,0,0,1,0,0,1997,KBO 정규시즌
1,2,김상호,OB,0.315,96,393,343,108,24,3,11,52,4,2,42,4,71,7,3,1997,KBO 정규시즌
2,3,이종민,OB,0.304,118,281,247,75,13,1,3,30,7,6,18,3,29,9,14,1997,KBO 정규시즌
3,4,김도형,OB,0.286,11,13,7,2,0,0,0,1,0,0,1,4,0,0,0,1997,KBO 정규시즌
4,5,안경현,OB,0.284,69,258,225,64,9,1,9,34,2,2,21,6,37,11,8,1997,KBO 정규시즌
5,6,이명수,OB,0.276,90,288,257,71,6,2,8,35,3,0,26,0,32,5,6,1997,KBO 정규시즌
6,7,김태형,OB,0.267,42,92,86,23,4,0,2,9,0,0,4,1,12,1,1,1997,KBO 정규시즌
7,8,장원진,OB,0.265,97,377,339,90,8,0,6,31,1,3,27,5,40,6,2,1997,KBO 정규시즌
8,9,정수근,OB,0.263,103,443,377,99,9,2,2,34,50,15,46,7,49,5,3,1997,KBO 정규시즌
9,10,김정규,OB,0.256,14,42,39,10,1,0,0,2,0,0,0,1,8,1,0,1997,KBO 정규시즌
10,11,김도균,OB,0.25,9,8,8,2,0,0,0,1,0,0,0,0,1,0,0,1997,KBO 정규시즌
11,11,문희성,OB,0.25,94,196,172,43,7,0,6,34,1,1,15,7,36,4,2,1997,KBO 정규시즌
12,13,심정수,OB,0.246,40,145,122,30,5,0,5,22,2,1,22,0,27,1,1,1997,KBO 정규시즌
13,14,진갑용,OB,0.242,95,309,281,68,7,0,4,20,2,0,20,6,44,7,6,1997,KBO 정규시즌
14,15,김민호,OB,0.238,122,529,467,111,13,5,6,34,46,7,44,8,94,11,22,1997,KBO 정규시즌
15,16,이정훈,OB,0.237,92,295,266,63,16,3,2,33,7,3,20,3,26,5,1,1997,KBO 정규시즌
16,17,김형석,OB,0.234,111,362,321,75,13,0,12,43,0,4,36,0,65,7,4,1997,KBO 정규시즌
17,18,최기문,OB,0.233,75,142,129,30,2,1,1,10,3,2,5,3,23,1,7,1997,KBO 정규시즌
18,19,박상현,OB,0.229,61,92,83,19,2,2,0,8,1,1,3,3,23,1,4,1997,KBO 정규시즌
19,20,함석원,OB,0.226,26,33,31,7,1,0,0,4,2,1,2,0,13,0,3,1997,KBO 정규시즌
20,21,이도형,OB,0.212,81,229,208,44,9,1,5,34,1,0,12,4,37,4,0,1997,KBO 정규시즌
21,22,이보형,OB,0.204,25,61,54,11,4,0,1,4,3,0,5,0,15,2,2,1997,KBO 정규시즌
22,23,김광현,OB,0.188,17,18,16,3,1,0,0,0,0,0,0,1,10,1,0,1997,KBO 정규시즌
23,24,전형도,OB,0.176,75,44,34,6,3,0,0,2,8,4,6,0,4,1,2,1997,KBO 정규시즌
24,25,강규철,OB,0.167,36,39,36,6,0,0,0,0,0,1,1,1,5,1,5,1997,KBO 정규시즌
25,25,황일권,OB,0.167,16,32,30,5,0,0,0,1,0,0,1,0,9,3,4,1997,KBO 정규시즌
26,27,소상영,OB,0.143,16,36,28,4,2,0,1,2,0,0,4,2,6,1,3,1997,KBO 정규시즌
27,28,강형석,OB,0.0,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1997,KBO 정규시즌
28,28,김경원,OB,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1997,KBO 정규시즌
29,28,김종석,OB,0.0,5,5,4,0,0,0,0,0,0,0,1,0,0,1,0,1997,KBO 정규시즌
0,1,지화선,현대,0.364,7,12,11,4,0,0,0,0,0,0,1,0,0,0,0,1997,KBO 정규시즌
1,2,박재홍,현대,0.326,96,403,331,108,16,0,27,69,22,14,66,4,59,5,2,1997,KBO 정규시즌
2,3,이숭용,현대,0.311,121,420,341,106,28,3,9,61,3,4,62,6,39,4,1,1997,KBO 정규시즌
3,4,김광림,현대,0.292,117,396,346,101,14,5,2,32,9,9,39,1,44,3,2,1997,KBO 정규시즌
4,5,김병철,현대,0.286,5,9,7,2,0,0,0,1,0,0,1,0,0,0,0,1997,KBO 정규시즌
5,6,김갑중,현대,0.257,58,118,101,26,4,0,1,15,1,3,6,3,14,6,3,1997,KBO 정규시즌
6,7,백성진,현대,0.257,67,120,105,27,4,0,1,10,6,4,9,4,26,1,8,1997,KBO 정규시즌
7,8,김경기,현대,0.254,91,366,311,79,21,0,6,51,6,4,42,7,55,15,10,1997,KBO 정규시즌
8,9,김인호,현대,0.249,56,226,189,47,7,1,1,11,9,6,24,7,36,3,10,1997,KBO 정규시즌
9,10,전준호,현대,0.247,110,425,369,91,14,7,2,18,23,12,44,2,54,5,2,1997,KBO 정규시즌
10,11,권준헌,현대,0.245,75,242,212,52,7,0,2,25,1,1,17,2,35,13,10,1997,KBO 정규시즌
11,12,하득인,현대,0.244,91,171,131,32,9,1,5,29,1,1,20,12,17,4,1,1997,KBO 정규시즌
12,13,윤덕규,현대,0.239,101,218,209,50,8,2,5,17,1,2,6,0,26,10,1,1997,KBO 정규시즌
13,14,최만호,현대,0.238,87,255,223,53,11,0,3,16,10,5,16,5,65,1,1,1997,KBO 정규시즌
14,15,계기범,현대,0.222,7,9,9,2,0,0,0,0,0,0,0,0,6,0,0,1997,KBO 정규시즌
15,15,손차훈,현대,0.222,38,109,90,20,4,0,1,14,0,0,8,3,13,2,2,1997,KBO 정규시즌
16,15,조승현,현대,0.222,14,20,18,4,1,0,0,2,0,0,0,2,6,2,0,1997,KBO 정규시즌
17,18,장광호,현대,0.218,81,225,197,43,9,1,3,13,1,1,12,0,24,1,4,1997,KBO 정규시즌
18,19,장정석,현대,0.214,80,117,103,22,4,0,0,7,3,2,6,1,23,1,1,1997,KBO 정규시즌
19,20,이재주,현대,0.212,37,72,66,14,3,0,7,15,0,0,5,0,30,2,1,1997,KBO 정규시즌
20,21,이득수,현대,0.2,2,5,5,1,0,0,0,0,0,0,0,0,2,0,1,1997,KBO 정규시즌
21,22,허유신,현대,0.196,26,51,46,9,1,0,0,6,2,1,3,0,12,2,1,1997,KBO 정규시즌
22,23,이근엽,현대,0.195,43,89,82,16,0,0,1,2,4,1,4,2,19,1,4,1997,KBO 정규시즌
23,24,김상국,현대,0.19,47,73,58,11,2,0,0,8,0,0,11,2,12,2,1,1997,KBO 정규시즌
24,25,박진만,현대,0.185,112,398,351,65,11,0,5,29,7,5,20,8,62,6,14,1997,KBO 정규시즌
25,26,김형남,현대,0.182,67,108,99,18,3,0,1,11,0,0,3,0,21,0,4,1997,KBO 정규시즌
26,27,장용대,현대,0.176,12,18,17,3,1,0,0,0,0,0,1,0,7,1,1,1997,KBO 정규시즌
27,28,안명성,현대,0.13,54,53,46,6,0,0,0,0,2,2,3,0,12,2,4,1997,KBO 정규시즌
28,29,김동현,현대,0.0,3,6,6,0,0,0,0,0,0,0,0,0,1,1,0,1997,KBO 정규시즌
29,29,김성태,현대,0.0,8,4,3,0,0,0,0,0,0,0,1,0,1,0,0,1997,KBO 정규시즌
0,1,조효상,한화,0.417,5,13,12,5,0,1,0,2,0,0,0,1,4,0,0,1997,KBO 정규시즌
1,2,정진식,한화,0.333,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1997,KBO 정규시즌
2,3,강석천,한화,0.322,123,506,447,144,19,4,7,34,17,9,37,7,40,9,2,1997,KBO 정규시즌
3,4,정경훈,한화,0.316,54,69,57,18,3,1,1,6,13,6,10,0,13,0,1,1997,KBO 정규시즌
4,5,김대헌,한화,0.313,10,16,16,5,0,1,0,1,0,1,0,0,3,0,0,1997,KBO 정규시즌
5,6,장순재,한화,0.308,5,13,13,4,0,0,1,2,0,0,0,0,4,0,2,1997,KBO 정규시즌
6,7,장종훈,한화,0.293,121,499,427,125,27,1,22,76,15,8,63,4,76,9,8,1997,KBO 정규시즌
7,8,임주택,한화,0.276,73,115,98,27,8,0,4,16,2,0,9,4,31,1,0,1997,KBO 정규시즌
8,9,송지만,한화,0.266,117,474,414,110,26,1,14,45,12,10,35,7,91,8,3,1997,KBO 정규시즌
9,10,홍원기,한화,0.265,90,281,253,67,13,1,4,30,1,1,18,2,47,3,4,1997,KBO 정규시즌
10,11,이민호,한화,0.256,56,149,125,32,6,0,3,13,2,2,11,8,29,5,4,1997,KBO 정규시즌
11,12,정기창,한화,0.253,39,89,79,20,1,1,3,16,0,2,7,1,14,5,0,1997,KBO 정규시즌
12,13,노상진,한화,0.25,2,4,4,1,1,0,0,1,0,0,0,0,0,0,0,1997,KBO 정규시즌
13,13,오중석,한화,0.25,8,4,4,1,0,0,0,0,1,1,0,0,1,0,0,1997,KBO 정규시즌
14,15,백재호,한화,0.243,110,402,338,82,12,1,16,55,2,3,41,6,66,5,9,1997,KBO 정규시즌
15,16,전상렬,한화,0.236,116,378,322,76,10,3,6,25,21,5,26,6,51,4,1,1997,KBO 정규시즌
16,17,정영규,한화,0.235,113,374,324,76,17,3,8,30,1,5,34,10,77,5,2,1997,KBO 정규시즌
17,18,김충민,한화,0.232,58,150,142,33,8,0,1,11,1,3,2,1,31,4,5,1997,KBO 정규시즌
18,19,허준,한화,0.224,114,291,259,58,6,0,1,14,3,5,12,1,32,5,8,1997,KBO 정규시즌
19,20,신진수,한화,0.222,39,63,54,12,1,0,1,6,2,0,6,0,9,2,0,1997,KBO 정규시즌
20,21,임수민,한화,0.218,98,224,202,44,5,0,3,21,0,2,11,0,42,8,4,1997,KBO 정규시즌
21,22,이영우,한화,0.202,31,117,109,22,6,0,3,12,2,3,6,0,20,7,0,1997,KBO 정규시즌
22,23,장진성,한화,0.2,4,10,10,2,2,0,0,2,0,0,0,0,5,0,0,1997,KBO 정규시즌
23,24,김용선,한화,0.188,40,84,69,13,4,0,0,6,1,1,12,1,14,1,2,1997,KBO 정규시즌
24,25,조경택,한화,0.188,77,130,101,19,3,0,2,6,1,1,18,5,20,5,3,1997,KBO 정규시즌
25,26,강인권,한화,0.185,84,134,108,20,1,0,0,6,0,3,14,6,22,1,7,1997,KBO 정규시즌
26,27,이강돈,한화,0.182,15,24,22,4,0,0,1,3,1,0,2,0,8,0,0,1997,KBO 정규시즌
27,28,강대호,한화,0.178,28,54,45,8,1,0,1,6,0,1,7,1,19,1,0,1997,KBO 정규시즌
28,29,고기성,한화,0.167,8,6,6,1,0,0,0,0,0,0,0,0,1,0,0,1997,KBO 정규시즌
29,30,김정윤,한화,0.125,17,8,8,1,0,0,0,0,0,1,0,0,6,0,0,1997,KBO 정규시즌
0,1,박현승,롯데,0.301,112,430,379,114,19,4,19,63,12,1,36,6,66,10,9,1997,KBO 정규시즌
1,2,김대익,롯데,0.272,122,412,356,97,22,3,6,35,13,14,40,2,73,2,2,1997,KBO 정규시즌
2,3,마해영,롯데,0.259,126,505,452,117,22,3,25,75,6,5,39,9,76,12,9,1997,KBO 정규시즌
3,4,손동일,롯데,0.257,15,40,35,9,2,0,1,4,2,0,3,0,11,1,1,1997,KBO 정규시즌
4,5,이종운,롯데,0.252,106,317,301,76,13,0,0,11,15,6,9,1,45,5,3,1997,KBO 정규시즌
5,6,김응국,롯데,0.25,62,236,204,51,17,3,2,22,2,3,27,2,47,4,0,1997,KBO 정규시즌
6,7,임수혁,롯데,0.248,49,176,145,36,5,0,6,25,1,1,28,0,32,6,2,1997,KBO 정규시즌
7,8,공필성,롯데,0.246,79,235,207,51,13,1,1,20,9,1,16,3,32,4,8,1997,KBO 정규시즌
8,9,유필선,롯데,0.245,29,62,53,13,4,0,0,4,0,1,5,4,15,0,1,1997,KBO 정규시즌
9,10,김민재,롯데,0.232,114,316,289,67,16,1,2,21,11,8,16,3,48,6,24,1997,KBO 정규시즌
10,11,박정태,롯데,0.229,102,384,341,78,10,2,3,40,2,3,33,0,33,15,9,1997,KBO 정규시즌
11,12,조규철,롯데,0.222,40,56,54,12,0,0,1,4,3,1,2,0,15,2,6,1997,KBO 정규시즌
12,13,박계원,롯데,0.218,51,114,101,22,4,0,0,8,2,3,8,3,24,0,6,1997,KBO 정규시즌
13,14,박종일,롯데,0.21,103,232,195,41,5,0,3,19,8,5,23,3,54,3,0,1997,KBO 정규시즌
14,15,임형석,롯데,0.21,36,73,62,13,2,0,1,7,0,1,10,0,27,0,0,1997,KBO 정규시즌
15,16,조유신,롯데,0.209,45,81,67,14,2,0,0,2,0,0,8,0,18,1,4,1997,KBO 정규시즌
16,17,전봉석,롯데,0.2,17,12,10,2,0,0,0,0,0,0,2,0,5,0,0,1997,KBO 정규시즌
17,18,강성우,롯데,0.199,79,191,171,34,4,0,0,13,2,2,9,2,37,4,3,1997,KBO 정규시즌
18,19,김영일,롯데,0.197,74,162,142,28,1,2,0,8,6,4,9,5,24,4,0,1997,KBO 정규시즌
19,20,이지환,롯데,0.188,44,94,85,16,6,0,2,8,0,1,3,3,21,4,0,1997,KBO 정규시즌
20,21,김종헌,롯데,0.177,59,147,124,22,2,0,0,5,9,8,15,1,23,1,0,1997,KBO 정규시즌
21,22,배정훈,롯데,0.176,59,114,108,19,2,0,2,7,0,0,5,0,23,2,2,1997,KBO 정규시즌
22,23,이동수,롯데,0.156,39,104,96,15,1,0,1,7,0,0,3,4,32,6,0,1997,KBO 정규시즌
23,24,이영주,롯데,0.143,8,10,7,1,0,0,0,1,0,0,3,0,1,0,0,1997,KBO 정규시즌
24,25,정호진,롯데,0.115,19,32,26,3,1,0,0,2,0,0,3,2,3,2,4,1997,KBO 정규시즌
25,26,이동욱,롯데,0.083,11,13,12,1,1,0,0,0,0,0,1,0,5,0,0,1997,KBO 정규시즌
26,27,나광호,롯데,0.071,8,14,14,1,0,0,1,1,0,0,0,0,5,0,1,1997,KBO 정규시즌
0,1,정인호,현대,0.5,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1998,KBO 정규시즌
1,2,장용대,현대,0.345,33,33,29,10,1,0,2,8,0,0,2,1,11,0,0,1998,KBO 정규시즌
2,3,전준호,현대,0.321,126,518,446,143,16,7,5,43,35,17,49,10,58,2,2,1998,KBO 정규시즌
3,4,쿨바,현대,0.317,115,471,410,130,27,1,26,97,2,3,51,5,102,5,8,1998,KBO 정규시즌
4,5,이명수,현대,0.315,106,371,327,103,13,3,11,46,5,6,35,1,62,6,9,1998,KBO 정규시즌
5,6,손차훈,현대,0.293,49,47,41,12,0,1,0,3,0,2,1,1,5,2,0,1998,KBO 정규시즌
6,7,이숭용,현대,0.278,107,412,363,101,26,1,10,45,6,9,31,12,72,5,1,1998,KBO 정규시즌
7,8,김경기,현대,0.274,126,493,431,118,25,0,18,59,5,6,43,12,79,11,26,1998,KBO 정규시즌
8,9,박재홍,현대,0.266,119,507,428,114,25,2,30,84,43,19,66,9,83,13,1,1998,KBO 정규시즌
9,10,염경엽,현대,0.265,103,100,83,22,4,1,0,8,13,6,10,1,12,0,8,1998,KBO 정규시즌
10,11,권준헌,현대,0.26,25,55,50,13,2,1,2,10,1,0,4,0,11,1,5,1998,KBO 정규시즌
11,12,장광호,현대,0.259,65,62,58,15,5,0,2,10,1,1,0,0,11,0,0,1998,KBO 정규시즌
12,13,김광림,현대,0.255,102,266,216,55,8,2,3,21,4,3,29,2,37,4,0,1998,KBO 정규시즌
13,14,박경완,현대,0.25,123,458,404,101,25,1,19,66,3,3,39,6,103,10,7,1998,KBO 정규시즌
14,15,김인호,현대,0.23,41,85,74,17,2,0,1,8,2,2,5,2,16,1,3,1998,KBO 정규시즌
15,16,박종호,현대,0.229,103,272,218,50,8,2,2,18,8,2,40,5,41,3,7,1998,KBO 정규시즌
16,17,장정석,현대,0.228,99,253,228,52,10,1,1,23,4,2,12,1,46,1,1,1998,KBO 정규시즌
17,18,박진만,현대,0.203,123,375,330,67,17,0,4,33,8,3,18,6,50,4,19,1998,KBO 정규시즌
18,19,황윤성,현대,0.2,6,5,5,1,0,0,0,1,0,0,0,0,3,0,0,1998,KBO 정규시즌
19,20,이재주,현대,0.194,39,48,36,7,0,0,2,5,0,1,9,1,15,0,0,1998,KBO 정규시즌
20,21,최만호,현대,0.193,38,96,88,17,6,0,3,6,0,1,3,2,18,3,0,1998,KBO 정규시즌
21,22,안희봉,현대,0.184,23,40,38,7,1,0,2,8,0,0,1,0,13,1,0,1998,KBO 정규시즌
22,23,허유신,현대,0.077,12,13,13,1,1,0,0,0,0,0,0,0,2,0,0,1998,KBO 정규시즌
23,24,정수성,현대,0.0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 정규시즌
0,1,박재홍,현대,0.391,6,26,23,9,1,0,2,4,0,0,2,0,3,0,0,1998,KBO 한국시리즈
1,2,쿨바,현대,0.348,6,26,23,8,2,0,2,5,0,0,3,0,7,0,0,1998,KBO 한국시리즈
2,3,박종호,현대,0.333,3,3,3,1,1,0,0,0,0,0,0,0,1,1,0,1998,KBO 한국시리즈
3,3,이숭용,현대,0.333,6,26,21,7,1,0,2,5,0,0,3,2,3,1,0,1998,KBO 한국시리즈
4,3,장정석,현대,0.333,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 한국시리즈
5,6,박진만,현대,0.308,6,18,13,4,1,0,0,3,1,0,4,0,3,0,0,1998,KBO 한국시리즈
6,7,김경기,현대,0.304,6,26,23,7,1,0,0,3,0,0,3,0,4,0,0,1998,KBO 한국시리즈
7,7,전준호,현대,0.304,6,27,23,7,3,0,0,3,1,1,2,1,5,0,1,1998,KBO 한국시리즈
8,9,이명수,현대,0.273,6,23,22,6,1,0,1,3,0,1,1,0,3,1,0,1998,KBO 한국시리즈
9,10,김인호,현대,0.238,6,25,21,5,3,0,1,3,0,0,2,0,8,0,0,1998,KBO 한국시리즈
10,11,박경완,현대,0.118,6,25,17,2,1,0,0,2,1,2,5,1,8,0,1,1998,KBO 한국시리즈
11,12,권준헌,현대,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 한국시리즈
12,12,김광림,현대,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1998,KBO 한국시리즈
13,12,염경엽,현대,-,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1998,KBO 한국시리즈
14,12,이재주,현대,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1998,KBO 한국시리즈
15,12,장광호,현대,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 한국시리즈
0,1,김재현,LG,0.295,122,541,482,142,31,3,16,76,8,6,47,7,80,6,2,1998,KBO 정규시즌
1,2,펠릭스,LG,0.293,33,139,123,36,6,0,6,21,0,1,11,5,38,1,0,1998,KBO 정규시즌
2,3,김종헌,LG,0.289,88,108,97,28,4,0,1,13,6,4,8,0,23,1,0,1998,KBO 정규시즌
3,4,김동수,LG,0.284,118,471,408,116,28,2,20,66,2,3,44,9,71,8,12,1998,KBO 정규시즌
4,5,김선진,LG,0.282,115,408,369,104,20,3,8,46,13,5,26,3,59,19,8,1998,KBO 정규시즌
5,6,신국환,LG,0.282,103,330,291,82,15,0,8,51,3,3,17,10,38,8,7,1998,KBO 정규시즌
6,7,정영규,LG,0.281,29,62,57,16,6,0,0,7,0,0,4,0,14,1,1,1998,KBO 정규시즌
7,8,이병규,LG,0.279,124,544,499,139,31,5,9,67,11,6,36,3,47,13,1,1998,KBO 정규시즌
8,9,류지현,LG,0.277,126,564,476,132,36,1,12,61,40,7,71,6,78,3,20,1998,KBO 정규시즌
9,10,조인성,LG,0.269,84,141,134,36,8,0,2,15,0,0,3,0,22,3,2,1998,KBO 정규시즌
10,11,심재학,LG,0.267,124,490,412,110,22,1,11,70,0,1,59,7,65,6,8,1998,KBO 정규시즌
11,12,박준태,LG,0.250,29,15,12,3,0,0,0,1,1,0,0,0,2,1,0,1998,KBO 정규시즌
12,13,허문회,LG,0.246,69,149,138,34,5,0,2,16,0,2,7,1,16,9,0,1998,KBO 정규시즌
13,14,손지환,LG,0.233,48,70,60,14,1,1,0,4,0,0,3,4,12,0,3,1998,KBO 정규시즌
14,15,이준용,LG,0.226,25,36,31,7,0,0,0,1,1,0,4,1,8,2,0,1998,KBO 정규시즌
15,16,이종열,LG,0.215,126,443,386,83,9,3,4,29,8,7,32,7,60,7,20,1998,KBO 정규시즌
16,17,최동수,LG,0.158,21,60,57,9,1,0,0,5,0,1,2,0,12,2,3,1998,KBO 정규시즌
17,18,안재만,LG,0.133,35,53,45,6,2,0,0,3,0,0,7,0,19,1,0,1998,KBO 정규시즌
18,19,안상준,LG,0.125,34,27,24,3,0,0,0,1,0,0,1,1,8,0,2,1998,KBO 정규시즌
19,20,김기범,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 정규시즌
20,20,김정민,LG,-,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,KBO 정규시즌
21,20,신윤호,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 정규시즌
22,20,전승남,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 정규시즌
23,20,최창호,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 정규시즌
0,1,안상준,LG,1.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 준플레이오프
1,1,허문회,LG,1.000,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1998,KBO 준플레이오프
2,3,이준용,LG,0.667,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1998,KBO 준플레이오프
3,4,펠릭스,LG,0.625,2,9,8,5,0,0,1,2,0,0,1,0,2,0,0,1998,KBO 준플레이오프
4,5,이종열,LG,0.429,2,9,7,3,0,0,0,1,0,0,0,1,1,1,0,1998,KBO 준플레이오프
5,6,손지환,LG,0.400,2,6,5,2,0,0,0,1,0,0,1,0,1,0,2,1998,KBO 준플레이오프
6,7,이병규,LG,0.333,2,10,9,3,1,0,0,4,1,0,1,0,1,0,0,1998,KBO 준플레이오프
7,8,김재현,LG,0.300,2,12,10,3,0,0,0,1,0,0,2,0,2,0,0,1998,KBO 준플레이오프
8,9,김동수,LG,0.143,2,9,7,1,0,0,1,2,0,0,2,0,1,0,0,1998,KBO 준플레이오프
9,9,심재학,LG,0.143,2,10,7,1,0,0,0,3,0,0,2,0,1,0,0,1998,KBO 준플레이오프
10,11,류지현,LG,0.125,2,12,8,1,0,0,0,1,0,0,2,0,1,0,0,1998,KBO 준플레이오프
11,12,김선진,LG,0.000,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1998,KBO 준플레이오프
12,12,김정민,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 준플레이오프
13,12,김종헌,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 준플레이오프
14,12,정영규,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1998,KBO 준플레이오프
0,1,안상준,LG,1.000,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1998,KBO 플레이오프
1,2,김재현,LG,0.588,4,20,17,10,2,0,3,8,0,2,3,0,1,0,1,1998,KBO 플레이오프
2,3,이병규,LG,0.429,4,17,14,6,2,0,0,1,0,0,3,0,0,0,0,1998,KBO 플레이오프
3,4,류지현,LG,0.412,4,19,17,7,2,0,0,4,0,0,1,0,4,0,1,1998,KBO 플레이오프
4,5,심재학,LG,0.235,4,18,17,4,1,1,0,2,0,0,1,0,2,0,0,1998,KBO 플레이오프
5,6,김동수,LG,0.214,4,17,14,3,0,0,1,2,1,0,1,2,4,1,1,1998,KBO 플레이오프
6,7,펠릭스,LG,0.211,4,19,19,4,0,0,1,3,1,0,0,0,9,0,0,1998,KBO 플레이오프
7,8,손지환,LG,0.182,4,14,11,2,1,0,0,1,1,0,1,1,4,1,2,1998,KBO 플레이오프
8,9,이종열,LG,0.091,4,14,11,1,0,0,0,0,0,0,2,1,2,0,3,1998,KBO 플레이오프
9,10,김선진,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 플레이오프
10,10,김정민,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,KBO 플레이오프
11,10,김종헌,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KBO 플레이오프
12,10,안재만,LG,0.000,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1998,KBO 플레이오프
13,10,허문회,LG,-,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,KBO 플레이오프
0,1,김정민,LG,0.333,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0,1998,KBO 한국시리즈
1,2,펠릭스,LG,0.304,6,25,23,7,2,0,1,4,0,0,2,0,8,0,0,1998,KBO 한국시리즈
2,3,심재학,LG,0.263,6,23,19,5,0,0,0,0,0,0,2,2,5,0,0,1998,KBO 한국시리즈
3,4,김재현,LG,0.261,6,25,23,6,1,0,0,2,1,1,1,1,5,0,0,1998,KBO 한국시리즈
4,5,김동수,LG,0.222,6,23,18,4,1,0,1,2,0,0,4,0,3,0,1,1998,KBO 한국시리즈
5,6,류지현,LG,0.217,6,25,23,5,3,0,0,1,1,0,1,0,4,0,0,1998,KBO 한국시리즈
