,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,년도,경기타입,SB,CS,BB,HBP,SO,GDP,E
27,28,강영식,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
28,28,김승회,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
29,28,백동훈,롯데,0.000,9,1,1,1,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
0,1,김사훈,롯데,1.000,7,3,3,,3,1,0,1,,1,,,2014,KBO 와일드카드,0,0,0,0,0,0,1
1,2,신원재,롯데,0.500,3,2,2,,1,0,0,1,,1,,,2014,KBO 와일드카드,0,0,0,0,1,0,0
2,3,황재균,롯데,0.407,10,29,27,,11,2,0,1,,4,,,2014,KBO 와일드카드,1,0,2,0,5,0,1
3,4,손아섭,롯데,0.400,7,25,25,,10,3,0,1,,5,,,2014,KBO 와일드카드,1,0,0,0,5,0,0
4,5,정훈,롯데,0.348,11,28,23,,8,0,0,0,,1,,,2014,KBO 와일드카드,0,0,2,2,3,1,0
5,6,문규현,롯데,0.333,11,23,21,,7,3,0,0,,3,,,2014,KBO 와일드카드,0,0,2,0,3,0,1
6,7,용덕한,롯데,0.313,9,18,16,,5,1,0,1,,3,,,2014,KBO 와일드카드,1,0,1,0,2,0,0
7,7,조성환,롯데,0.313,9,19,16,,5,1,0,1,,4,,,2014,KBO 와일드카드,0,0,2,1,2,1,0
8,9,이우민,롯데,0.289,11,42,38,,11,4,0,0,,4,,,2014,KBO 와일드카드,1,1,3,0,9,0,0
9,10,박준서,롯데,0.267,10,18,15,,4,0,0,1,,4,,,2014,KBO 와일드카드,0,0,3,0,3,0,0
10,10,오태곤,롯데,0.267,11,15,15,,4,1,0,1,,3,,,2014,KBO 와일드카드,1,1,0,0,3,0,1
11,12,김대우,롯데,0.263,10,21,19,,5,0,0,1,,2,,,2014,KBO 와일드카드,0,0,1,1,9,0,1
12,12,신본기,롯데,0.263,11,20,19,,5,1,0,0,,1,,,2014,KBO 와일드카드,0,0,1,0,3,2,2
13,14,장성호,롯데,0.250,11,24,24,,6,1,0,1,,5,,,2014,KBO 와일드카드,0,0,0,0,6,0,0
14,15,전준우,롯데,0.227,8,24,22,,5,2,0,0,,0,,,2014,KBO 와일드카드,0,1,2,0,5,0,0
15,15,최준석,롯데,0.227,11,27,22,,5,0,0,1,,6,,,2014,KBO 와일드카드,0,0,5,0,7,0,0
16,17,김문호,롯데,0.219,11,37,32,,7,1,0,0,,2,,,2014,KBO 와일드카드,2,1,5,0,5,0,0
17,18,박종윤,롯데,0.217,10,24,23,,5,0,0,1,,1,,,2014,KBO 와일드카드,0,1,1,0,4,2,0
18,19,장성우,롯데,0.200,2,5,5,,1,0,0,0,,0,,,2014,KBO 와일드카드,0,0,0,0,1,0,1
19,20,히메네스,롯데,0.125,3,9,8,,1,0,0,1,,1,,,2014,KBO 와일드카드,0,0,1,0,1,1,0
20,21,강민호,롯데,0.100,8,17,10,,1,0,0,0,,0,,,2014,KBO 와일드카드,0,0,6,1,3,1,0
21,22,김민하,롯데,-,1,0,0,,0,0,0,0,,0,,,2014,KBO 와일드카드,0,0,0,0,0,0,0
22,22,임종혁,롯데,-,1,0,0,,0,0,0,0,,0,,,2014,KBO 와일드카드,0,0,0,0,0,0,0
23,22,조홍석,롯데,0.000,3,3,3,,0,0,0,0,,0,,,2014,KBO 와일드카드,2,0,0,0,1,0,0
24,22,최대성,롯데,-,1,0,0,,0,0,0,0,,0,,,2014,KBO 와일드카드,0,0,0,0,0,0,0
25,22,황진수,롯데,0.000,1,1,1,,0,0,0,0,,0,,,2014,KBO 와일드카드,0,0,0,0,1,0,0
0,24,신창호,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
1,24,심동섭,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
2,24,어센시오,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
3,24,오두철,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
4,24,임준섭,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
5,24,임준혁,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
6,24,한승혁,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
0,1,윤해진,KIA,1.000,5,3,2,0,2,0,0,0,2,0,0,0,2014,KBO 시범경기,,,,,,,
1,2,김주찬,KIA,0.346,100,442,399,72,138,32,4,9,205,46,6,2,2014,KBO 시범경기,,,,,,,
2,3,안치홍,KIA,0.339,126,479,434,65,147,31,2,18,236,88,2,4,2014,KBO 시범경기,,,,,,,
3,4,이대형,KIA,0.323,126,505,461,75,149,15,9,1,185,40,5,2,2014,KBO 시범경기,,,,,,,
4,5,나지완,KIA,0.312,118,470,398,64,124,22,0,19,203,79,0,6,2014,KBO 시범경기,,,,,,,
5,6,필,KIA,0.309,92,389,362,64,112,27,0,19,196,66,0,2,2014,KBO 시범경기,,,,,,,
6,7,신종길,KIA,0.292,103,399,360,60,105,24,6,9,168,51,5,3,2014,KBO 시범경기,,,,,,,
7,8,김선빈,KIA,0.290,33,98,93,7,27,4,0,0,31,9,2,0,2014,KBO 시범경기,,,,,,,
8,9,이종환,KIA,0.287,92,138,122,14,35,9,0,2,50,23,2,1,2014,KBO 시범경기,,,,,,,
9,10,박기남,KIA,0.287,90,202,171,21,49,9,0,3,67,21,5,2,2014,KBO 시범경기,,,,,,,
10,11,김다원,KIA,0.270,86,210,189,21,51,13,1,5,81,17,3,1,2014,KBO 시범경기,,,,,,,
11,12,이범호,KIA,0.269,105,406,350,47,94,23,0,19,174,82,0,4,2014,KBO 시범경기,,,,,,,
12,13,강한울,KIA,0.264,93,224,208,32,55,5,4,0,68,14,6,1,2014,KBO 시범경기,,,,,,,
13,14,박준태,KIA,0.262,32,55,42,6,11,0,0,0,11,2,0,0,2014,KBO 시범경기,,,,,,,
14,15,김민우,KIA,0.251,87,210,167,34,42,10,0,3,61,15,6,0,2014,KBO 시범경기,,,,,,,
15,16,김주형,KIA,0.245,64,176,151,16,37,4,0,7,62,26,4,2,2014,KBO 시범경기,,,,,,,
16,17,이성우,KIA,0.234,63,134,124,11,29,3,0,1,35,9,6,0,2014,KBO 시범경기,,,,,,,
17,18,김원섭,KIA,0.225,44,101,80,21,18,4,1,0,24,13,2,2,2014,KBO 시범경기,,,,,,,
18,19,차일목,KIA,0.189,94,224,185,17,35,6,0,2,47,18,11,2,2014,KBO 시범경기,,,,,,,
19,20,백용환,KIA,0.177,47,86,79,8,14,2,0,4,28,10,2,0,2014,KBO 시범경기,,,,,,,
20,21,김상훈,KIA,0.100,9,12,10,0,1,0,0,0,1,0,0,0,2014,KBO 시범경기,,,,,,,
21,22,박찬호,KIA,0.091,17,23,22,3,2,1,0,0,3,0,0,0,2014,KBO 시범경기,,,,,,,
22,23,고장혁,KIA,0.083,21,27,24,4,2,2,0,0,4,1,0,1,2014,KBO 시범경기,,,,,,,
23,24,김광연,KIA,0.000,8,10,10,0,0,0,0,0,0,1,0,0,2014,KBO 시범경기,,,,,,,
24,24,김병현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
25,24,김지훈,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
26,24,김진우,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
27,24,김태영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
28,24,박성호,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
29,24,송은범,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
0,1,윤해진,KIA,1.000,5,3,2,0,2,0,0,0,2,0,0,0,2014,KBO 와일드카드,,,,,,,
1,2,김주찬,KIA,0.346,100,442,399,72,138,32,4,9,205,46,6,2,2014,KBO 와일드카드,,,,,,,
2,3,안치홍,KIA,0.339,126,479,434,65,147,31,2,18,236,88,2,4,2014,KBO 와일드카드,,,,,,,
3,4,이대형,KIA,0.323,126,505,461,75,149,15,9,1,185,40,5,2,2014,KBO 와일드카드,,,,,,,
4,5,나지완,KIA,0.312,118,470,398,64,124,22,0,19,203,79,0,6,2014,KBO 와일드카드,,,,,,,
5,6,필,KIA,0.309,92,389,362,64,112,27,0,19,196,66,0,2,2014,KBO 와일드카드,,,,,,,
6,7,신종길,KIA,0.292,103,399,360,60,105,24,6,9,168,51,5,3,2014,KBO 와일드카드,,,,,,,
7,8,김선빈,KIA,0.290,33,98,93,7,27,4,0,0,31,9,2,0,2014,KBO 와일드카드,,,,,,,
8,9,이종환,KIA,0.287,92,138,122,14,35,9,0,2,50,23,2,1,2014,KBO 와일드카드,,,,,,,
9,10,박기남,KIA,0.287,90,202,171,21,49,9,0,3,67,21,5,2,2014,KBO 와일드카드,,,,,,,
10,11,김다원,KIA,0.270,86,210,189,21,51,13,1,5,81,17,3,1,2014,KBO 와일드카드,,,,,,,
11,12,이범호,KIA,0.269,105,406,350,47,94,23,0,19,174,82,0,4,2014,KBO 와일드카드,,,,,,,
12,13,강한울,KIA,0.264,93,224,208,32,55,5,4,0,68,14,6,1,2014,KBO 와일드카드,,,,,,,
13,14,박준태,KIA,0.262,32,55,42,6,11,0,0,0,11,2,0,0,2014,KBO 와일드카드,,,,,,,
14,15,김민우,KIA,0.251,87,210,167,34,42,10,0,3,61,15,6,0,2014,KBO 와일드카드,,,,,,,
15,16,김주형,KIA,0.245,64,176,151,16,37,4,0,7,62,26,4,2,2014,KBO 와일드카드,,,,,,,
16,17,이성우,KIA,0.234,63,134,124,11,29,3,0,1,35,9,6,0,2014,KBO 와일드카드,,,,,,,
17,18,김원섭,KIA,0.225,44,101,80,21,18,4,1,0,24,13,2,2,2014,KBO 와일드카드,,,,,,,
18,19,차일목,KIA,0.189,94,224,185,17,35,6,0,2,47,18,11,2,2014,KBO 와일드카드,,,,,,,
19,20,백용환,KIA,0.177,47,86,79,8,14,2,0,4,28,10,2,0,2014,KBO 와일드카드,,,,,,,
20,21,김상훈,KIA,0.100,9,12,10,0,1,0,0,0,1,0,0,0,2014,KBO 와일드카드,,,,,,,
21,22,박찬호,KIA,0.091,17,23,22,3,2,1,0,0,3,0,0,0,2014,KBO 와일드카드,,,,,,,
22,23,고장혁,KIA,0.083,21,27,24,4,2,2,0,0,4,1,0,1,2014,KBO 와일드카드,,,,,,,
23,24,김광연,KIA,0.000,8,10,10,0,0,0,0,0,0,1,0,0,2014,KBO 와일드카드,,,,,,,
24,24,김병현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
25,24,김지훈,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
26,24,김진우,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
27,24,김태영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
28,24,박성호,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
29,24,송은범,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 와일드카드,,,,,,,
0,28,박준혁,한화,0.000,2,2,2,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
1,28,송창식,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
2,28,윤규진,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
3,28,이준수,한화,-,3,1,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
4,28,최영환,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 정규시즌,,,,,,,
0,28,박준혁,한화,0.000,2,2,2,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
1,28,송창식,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
2,28,윤규진,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
3,28,이준수,한화,-,3,1,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
4,28,최영환,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2014,KBO 시범경기,,,,,,,
0,1,정수빈,두산,0.571,4,17,14,,8,3,0,1,,5,,,2015,KBO 정규시즌,0,1,2,1,1,1,0
1,2,민병헌,두산,0.474,5,23,19,,9,1,0,0,,5,,,2015,KBO 정규시즌,0,0,1,0,1,1,0
2,2,허경민,두산,0.474,5,23,19,,9,0,0,1,,6,,,2015,KBO 정규시즌,0,0,1,1,2,0,1
3,4,김현수,두산,0.421,5,23,19,,8,0,0,0,,4,,,2015,KBO 정규시즌,0,0,4,0,3,0,0
4,5,김재호,두산,0.385,5,20,13,,5,0,0,0,,2,,,2015,KBO 정규시즌,0,0,5,2,1,1,0
5,6,고영민,두산,0.333,3,3,3,,1,0,0,0,,2,,,2015,KBO 정규시즌,0,0,0,0,2,0,0
6,7,박건우,두산,0.313,5,18,16,,5,0,0,0,,3,,,2015,KBO 정규시즌,1,0,2,0,2,1,0
7,7,오재원,두산,0.313,5,20,16,,5,2,0,0,,1,,,2015,KBO 정규시즌,2,1,2,0,5,1,0
8,9,양의지,두산,0.222,5,23,18,,4,1,0,0,,4,,,2015,KBO 정규시즌,0,0,4,0,4,1,2
9,10,로메로,두산,0.000,4,10,10,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,2,0,0
10,10,오재일,두산,0.000,4,9,5,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,4,0,1,0,1
11,10,장민석,두산,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,1,0,0
12,10,최주환,두산,0.000,1,1,1,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
13,10,홍성흔,두산,0.000,2,9,9,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,1,1,0
0,25,최영진,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
1,25,함덕주,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 정규시즌,,,,,,,
0,1,박건우,두산,0.342,70,175,158,31,54,12,0,5,81,26,2,0,2015,KBO 시범경기,,,,,,,
1,2,김응민,두산,0.333,4,3,3,1,1,0,0,1,4,2,0,0,2015,KBO 시범경기,,,,,,,
2,3,고영민,두산,0.328,41,77,67,13,22,1,0,3,32,11,0,1,2015,KBO 시범경기,,,,,,,
3,4,김현수,두산,0.326,141,630,512,103,167,26,0,28,277,121,0,9,2015,KBO 시범경기,,,,,,,
4,5,양의지,두산,0.326,132,513,442,70,144,27,0,20,231,93,2,6,2015,KBO 시범경기,,,,,,,
5,6,허경민,두산,0.317,117,453,404,64,128,20,2,1,155,41,8,3,2015,KBO 시범경기,,,,,,,
6,7,김재호,두산,0.307,133,488,410,63,126,24,3,3,165,50,14,7,2015,KBO 시범경기,,,,,,,
7,8,민병헌,두산,0.303,129,561,491,80,149,20,2,12,209,75,6,6,2015,KBO 시범경기,,,,,,,
8,9,정수빈,두산,0.295,128,570,491,79,145,27,7,2,192,59,19,6,2015,KBO 시범경기,,,,,,,
9,10,오재일,두산,0.289,66,213,180,33,52,11,1,14,107,36,1,2,2015,KBO 시범경기,,,,,,,
10,11,최주환,두산,0.282,100,270,238,34,67,16,2,5,102,32,3,1,2015,KBO 시범경기,,,,,,,
11,12,오재원,두산,0.280,120,474,411,60,115,20,2,11,172,59,7,4,2015,KBO 시범경기,,,,,,,
12,13,유민상,두산,0.263,15,45,38,5,10,1,0,1,14,6,0,1,2015,KBO 시범경기,,,,,,,
13,14,홍성흔,두산,0.262,93,352,301,39,79,12,0,7,112,46,4,0,2015,KBO 시범경기,,,,,,,
14,15,로메로,두산,0.253,76,305,265,30,67,16,0,12,119,50,0,7,2015,KBO 시범경기,,,,,,,
15,16,김재환,두산,0.235,48,180,153,24,36,8,0,7,65,22,1,2,2015,KBO 시범경기,,,,,,,
16,17,정진호,두산,0.234,77,172,154,37,36,5,3,4,59,18,3,0,2015,KBO 시범경기,,,,,,,
17,18,국해성,두산,0.200,11,26,20,6,4,1,0,1,8,5,1,2,2015,KBO 시범경기,,,,,,,
18,18,류지혁,두산,0.200,14,5,5,3,1,0,0,0,1,0,0,0,2015,KBO 시범경기,,,,,,,
19,20,장민석,두산,0.189,53,63,53,15,10,2,0,0,12,4,1,1,2015,KBO 시범경기,,,,,,,
20,21,김진형,두산,0.167,14,21,18,3,3,2,0,1,8,2,0,0,2015,KBO 시범경기,,,,,,,
21,22,최재훈,두산,0.152,71,114,99,6,15,3,0,0,18,7,3,1,2015,KBO 시범경기,,,,,,,
22,23,양종민,두산,0.125,32,18,16,6,2,0,0,1,5,2,0,0,2015,KBO 시범경기,,,,,,,
23,24,루츠,두산,0.111,8,30,27,2,3,0,0,1,6,3,0,1,2015,KBO 시범경기,,,,,,,
24,25,노경은,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
25,25,니퍼트,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
26,25,양현,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
27,25,이원재,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
28,25,이현승,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
29,25,진야곱,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 시범경기,,,,,,,
0,1,박건우,두산,0.342,70,175,158,31,54,12,0,5,81,26,2,0,2015,KBO 와일드카드,,,,,,,
1,2,김응민,두산,0.333,4,3,3,1,1,0,0,1,4,2,0,0,2015,KBO 와일드카드,,,,,,,
2,3,고영민,두산,0.328,41,77,67,13,22,1,0,3,32,11,0,1,2015,KBO 와일드카드,,,,,,,
3,4,김현수,두산,0.326,141,630,512,103,167,26,0,28,277,121,0,9,2015,KBO 와일드카드,,,,,,,
4,5,양의지,두산,0.326,132,513,442,70,144,27,0,20,231,93,2,6,2015,KBO 와일드카드,,,,,,,
5,6,허경민,두산,0.317,117,453,404,64,128,20,2,1,155,41,8,3,2015,KBO 와일드카드,,,,,,,
6,7,김재호,두산,0.307,133,488,410,63,126,24,3,3,165,50,14,7,2015,KBO 와일드카드,,,,,,,
7,8,민병헌,두산,0.303,129,561,491,80,149,20,2,12,209,75,6,6,2015,KBO 와일드카드,,,,,,,
8,9,정수빈,두산,0.295,128,570,491,79,145,27,7,2,192,59,19,6,2015,KBO 와일드카드,,,,,,,
9,10,오재일,두산,0.289,66,213,180,33,52,11,1,14,107,36,1,2,2015,KBO 와일드카드,,,,,,,
10,11,최주환,두산,0.282,100,270,238,34,67,16,2,5,102,32,3,1,2015,KBO 와일드카드,,,,,,,
11,12,오재원,두산,0.280,120,474,411,60,115,20,2,11,172,59,7,4,2015,KBO 와일드카드,,,,,,,
12,13,유민상,두산,0.263,15,45,38,5,10,1,0,1,14,6,0,1,2015,KBO 와일드카드,,,,,,,
13,14,홍성흔,두산,0.262,93,352,301,39,79,12,0,7,112,46,4,0,2015,KBO 와일드카드,,,,,,,
14,15,로메로,두산,0.253,76,305,265,30,67,16,0,12,119,50,0,7,2015,KBO 와일드카드,,,,,,,
15,16,김재환,두산,0.235,48,180,153,24,36,8,0,7,65,22,1,2,2015,KBO 와일드카드,,,,,,,
16,17,정진호,두산,0.234,77,172,154,37,36,5,3,4,59,18,3,0,2015,KBO 와일드카드,,,,,,,
17,18,국해성,두산,0.200,11,26,20,6,4,1,0,1,8,5,1,2,2015,KBO 와일드카드,,,,,,,
18,18,류지혁,두산,0.200,14,5,5,3,1,0,0,0,1,0,0,0,2015,KBO 와일드카드,,,,,,,
19,20,장민석,두산,0.189,53,63,53,15,10,2,0,0,12,4,1,1,2015,KBO 와일드카드,,,,,,,
20,21,김진형,두산,0.167,14,21,18,3,3,2,0,1,8,2,0,0,2015,KBO 와일드카드,,,,,,,
21,22,최재훈,두산,0.152,71,114,99,6,15,3,0,0,18,7,3,1,2015,KBO 와일드카드,,,,,,,
22,23,양종민,두산,0.125,32,18,16,6,2,0,0,1,5,2,0,0,2015,KBO 와일드카드,,,,,,,
23,24,루츠,두산,0.111,8,30,27,2,3,0,0,1,6,3,0,1,2015,KBO 와일드카드,,,,,,,
24,25,노경은,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
25,25,니퍼트,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
26,25,양현,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
27,25,이원재,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
28,25,이현승,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
29,25,진야곱,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2015,KBO 와일드카드,,,,,,,
0,1,최주환,두산,0.556,4,9,9,,5,3,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,2,0,0
1,2,허경민,두산,0.533,4,18,15,,8,0,1,0,,2,,,2015,KBO 플레이오프,2,1,3,0,3,0,0
2,3,로메로,두산,0.500,2,6,6,,3,2,0,0,,2,,,2015,KBO 플레이오프,0,0,0,0,1,2,0
3,4,김재호,두산,0.357,4,15,14,,5,0,0,0,,3,,,2015,KBO 플레이오프,0,0,0,1,4,1,0
4,5,민병헌,두산,0.333,4,16,12,,4,0,0,0,,2,,,2015,KBO 플레이오프,0,0,4,0,2,2,0
5,6,양의지,두산,0.308,4,16,13,,4,1,0,0,,1,,,2015,KBO 플레이오프,0,0,2,1,3,0,0
6,7,오재원,두산,0.286,4,16,14,,4,0,0,0,,1,,,2015,KBO 플레이오프,0,0,1,0,4,0,0
7,8,김현수,두산,0.214,4,17,14,,3,0,0,0,,4,,,2015,KBO 플레이오프,0,0,3,0,2,0,0
8,9,오재일,두산,0.200,4,7,5,,1,0,0,0,,0,,,2015,KBO 플레이오프,0,0,1,0,1,0,0
9,10,정수빈,두산,0.176,4,18,17,,3,1,0,0,,2,,,2015,KBO 플레이오프,0,0,1,0,2,1,1
10,11,박건우,두산,0.111,4,9,9,,1,0,0,0,,1,,,2015,KBO 플레이오프,0,0,0,0,2,0,0
11,12,고영민,두산,0.000,3,3,3,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,2,0,0
12,12,김동한,두산,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,0
13,12,장민석,두산,0.000,4,2,2,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,0
14,12,정진호,두산,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,1,0,0,0,0,0
15,12,최재훈,두산,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,0,0,0,0,0
16,12,홍성흔,두산,0.000,3,5,4,,0,0,0,0,,0,,,2015,KBO 플레이오프,0,0,1,0,0,0,0
0,1,로메로,두산,1.000,1,1,1,,1,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
1,2,고영민,두산,0.500,3,2,2,,1,0,0,0,,1,,,2015,KBO 한국시리즈,1,0,0,0,1,0,0
2,3,정수빈,두산,0.350,5,23,20,,7,1,1,0,,2,,,2015,KBO 한국시리즈,2,1,2,1,2,0,0
3,4,양의지,두산,0.308,4,15,13,,4,0,0,1,,2,,,2015,KBO 한국시리즈,0,1,1,0,1,0,0
4,5,허경민,두산,0.300,5,23,20,,6,3,0,0,,2,,,2015,KBO 한국시리즈,0,0,0,2,5,0,0
5,6,오재원,두산,0.294,5,20,17,,5,1,0,1,,3,,,2015,KBO 한국시리즈,0,0,3,0,3,1,0
6,7,민병헌,두산,0.263,5,23,19,,5,2,0,2,,5,,,2015,KBO 한국시리즈,1,0,3,1,6,1,0
7,8,최재훈,두산,0.250,2,4,4,,1,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
8,9,김현수,두산,0.211,5,23,19,,4,2,0,0,,4,,,2015,KBO 한국시리즈,0,0,4,0,5,0,0
9,10,홍성흔,두산,0.200,5,15,10,,2,0,0,1,,1,,,2015,KBO 한국시리즈,0,1,2,1,1,0,0
10,11,김재호,두산,0.125,5,18,16,,2,1,0,0,,0,,,2015,KBO 한국시리즈,0,0,2,0,5,1,1
11,12,김동한,두산,-,1,0,0,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
12,12,박건우,두산,0.000,1,3,3,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,0,0,0
13,12,오재일,두산,0.000,5,12,11,,0,0,0,0,,1,,,2015,KBO 한국시리즈,0,0,1,0,5,0,0
14,12,장민석,두산,0.000,2,1,1,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,1,0,0
15,12,최주환,두산,0.000,4,6,6,,0,0,0,0,,0,,,2015,KBO 한국시리즈,0,0,0,0,2,0,0
0,1,이흥련,삼성,1.000,3,1,1,,1,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
1,2,이승엽,삼성,0.400,5,16,15,,6,2,0,0,,1,,,2015,KBO 정규시즌,0,0,0,1,2,0,0
2,3,박해민,삼성,0.364,5,11,11,,4,1,0,0,,0,,,2015,KBO 정규시즌,2,0,0,0,2,0,0
3,4,박한이,삼성,0.333,5,20,18,,6,0,0,0,,1,,,2015,KBO 정규시즌,0,0,2,0,6,0,0
4,4,배영섭,삼성,0.333,5,14,9,,3,0,0,0,,0,,,2015,KBO 정규시즌,0,0,2,3,1,0,0
5,6,이지영,삼성,0.286,5,15,14,,4,0,0,0,,1,,,2015,KBO 정규시즌,0,0,0,0,0,1,0
6,7,구자욱,삼성,0.267,4,16,15,,4,0,0,0,,2,,,2015,KBO 정규시즌,0,1,1,0,2,0,1
7,8,박석민,삼성,0.222,5,20,18,,4,1,0,1,,2,,,2015,KBO 정규시즌,0,0,2,0,2,1,0
8,9,채태인,삼성,0.214,5,14,14,,3,0,0,0,,1,,,2015,KBO 정규시즌,0,0,0,0,1,0,0
9,10,나바로,삼성,0.211,5,21,19,,4,1,0,1,,4,,,2015,KBO 정규시즌,0,0,2,0,3,1,1
10,11,김상수,삼성,0.133,5,16,15,,2,1,0,0,,1,,,2015,KBO 정규시즌,1,0,1,0,3,0,0
11,12,최형우,삼성,0.095,5,21,21,,2,1,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,2,0,0
12,13,김재현,삼성,0.000,2,1,1,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
13,13,박찬도,삼성,-,5,0,0,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
14,13,백상원,삼성,-,2,0,0,,0,0,0,0,,0,,,2015,KBO 정규시즌,0,0,0,0,0,0,0
